Strategy,TrackScope,K,Races,Wagered,Returned,Profit,ROI%,Hits,HitRate%,AvgPay,TrainROI%,TestROI%,TrainRaces,TestRaces,PosYears,Gap,FavMin,FS,Cond,Card
K1W7_OP_FS9-11_Gap0.20_Fav0.35_all_all,OP,7,539,64680,57854.3,-6825.7,-10.55,129,23.93,448.48,-7.67,-13.16,256,283,5/14,0.2,0.35,9-11,all,all
K1W7_CD_FS9-11_Gap0.20_Fav0.00_all_midlate,CD,7,435,52200,42983.57,-9216.43,-17.66,109,25.06,394.34,-20.89,-13.16,253,182,3/15,0.2,0.0,9-11,all,midlate
K1W7_KEE_FS10-11_Gap0.12_Fav0.35_all_midlate,KEE,7,122,14640,10454.8,-4185.2,-28.59,26,21.31,402.11,-38.6,-13.16,74,48,5/15,0.12,0.35,10-11,all,midlate
K1W7_OP_FS9-11_Gap0.10_Fav0.35_fast_late,OP,7,251,30120,25728.6,-4391.4,-14.58,58,23.11,443.6,-15.98,-13.17,126,125,4/14,0.1,0.35,9-11,fast,late
K1W9_CD+KEE_FS10-12_Gap0.12_Fav0.35_wet_midlate,CD+KEE,9,106,35616,28801.93,-6814.07,-19.13,34,32.08,847.12,-26.89,-13.18,46,60,4/13,0.12,0.35,10-12,wet,midlate
K1W9_CD+KEE_FS10-12_Gap0.10_Fav0.35_wet_midlate,CD+KEE,9,107,35952,28801.93,-7150.07,-19.89,34,31.78,847.12,-28.45,-13.18,47,60,4/14,0.1,0.35,10-12,wet,midlate
K1W8_GP_FS10-13_Gap0.10_Fav0.00_fast_midlate,GP,8,1842,386820,300072.6,-86747.4,-22.43,471,25.57,637.1,-26.91,-13.18,1240,602,3/14,0.1,0.0,10-13,fast,midlate
K1W7_OP_FS9-11_Gap0.15_Fav0.35_all_midlate,OP,7,446,53520,48943.2,-4576.8,-8.55,105,23.54,466.13,-3.33,-13.2,210,236,5/14,0.15,0.35,9-11,all,midlate
K1W7_CD+KEE_FS9-11_Gap0.12_Fav0.00_wet_all,CD+KEE,7,261,31320,27841.41,-3478.59,-11.11,59,22.61,471.89,-9.21,-13.2,137,124,4/15,0.12,0.0,9-11,wet,all
K1W9_CD_FS10-11_Gap0.20_Fav0.00_all_midlate,CD,9,255,85680,75950.48,-9729.52,-11.36,100,39.22,759.5,-9.89,-13.2,142,113,7/15,0.2,0.0,10-11,all,midlate
K1W7_GP_FS10-11_Gap0.15_Fav0.35_fast_all,GP,7,861,103320,83449.1,-19870.9,-19.23,204,23.69,409.06,-22.94,-13.2,533,328,2/14,0.15,0.35,10-11,fast,all
K1W8_GP_FS9-11_Gap0.20_Fav0.40_fast_all,GP,8,998,209580,168166.8,-41413.2,-19.76,386,38.68,435.67,-23.74,-13.21,621,377,2/14,0.2,0.4,9-11,fast,all
K1W9_GP_FS10-12_Gap0.20_Fav0.35_fast_all,GP,9,888,298368,226035.7,-72332.3,-24.24,330,37.16,684.96,-30.16,-13.21,578,310,2/14,0.2,0.35,10-12,fast,all
K1W7_GP_FS10-11_Gap0.18_Fav0.35_all_all,GP,7,820,98400,73717.2,-24682.8,-25.08,188,22.93,392.11,-31.37,-13.21,536,284,1/14,0.18,0.35,10-11,all,all
K1W8_SAR_FS9-11_Gap0.15_Fav0.35_all_late,SAR,8,163,34230,24118.2,-10111.8,-29.54,50,30.67,482.36,-39.83,-13.21,100,63,2/14,0.15,0.35,9-11,all,late
K1W7_AQU_FS10-12_Gap0.18_Fav0.00_all_late,AQU,7,185,22200,20543.1,-1656.9,-7.46,48,25.95,427.98,-4.19,-13.23,118,67,5/15,0.18,0.0,10-12,all,late
K1W9_MTH_FS10-11_Gap0.18_Fav0.00_all_all,MTH,9,260,87360,74071.4,-13288.6,-15.21,121,46.54,612.16,-15.97,-13.23,188,72,5/15,0.18,0.0,10-11,all,all
K1W8_GP_FS10-11_Gap0.15_Fav0.35_fast_all,GP,8,861,180810,140712.0,-40098.0,-22.18,270,31.36,521.16,-27.68,-13.23,533,328,0/14,0.15,0.35,10-11,fast,all
K1W8_GP_FS12-20_Gap0.15_Fav0.35_all_midlate,GP,8,301,63210,44297.7,-18912.3,-29.92,78,25.91,567.92,-36.38,-13.23,217,84,4/14,0.15,0.35,12-20,all,midlate
K1W8_KEE_FS10-11_Gap0.18_Fav0.40_all_all,KEE,8,122,25620,17853.0,-7767.0,-30.32,34,27.87,525.09,-43.44,-13.23,69,53,4/15,0.18,0.4,10-11,all,all
K1W8_GP_FS9-11_Gap0.15_Fav0.40_fast_all,GP,8,1074,225540,184882.7,-40657.3,-18.03,415,38.64,445.5,-21.0,-13.24,662,412,3/14,0.15,0.4,9-11,fast,all
K1W9_KEE_FS9-11_Gap0.10_Fav0.00_wet_midlate,KEE,9,88,29568,23251.8,-6316.2,-21.36,34,38.64,683.88,-33.06,-13.26,36,52,4/14,0.1,0.0,9-11,wet,midlate
K1W7_CD+KEE_FS10-11_Gap0.18_Fav0.00_all_midlate,CD+KEE,7,429,51480,41183.13,-10296.87,-20.0,96,22.38,428.99,-24.77,-13.27,251,178,5/15,0.18,0.0,10-11,all,midlate
K1W8_GP_FS9-11_Gap0.15_Fav0.35_all_midlate,GP,8,1357,284970,217114.8,-67855.2,-23.81,466,34.34,465.91,-29.38,-13.27,888,469,1/14,0.15,0.35,9-11,all,midlate
K1W8_GP_FS9-11_Gap0.12_Fav0.40_wet_midlate,GP,8,91,19110,14420.5,-4689.5,-24.54,34,37.36,424.13,-28.57,-13.28,67,24,3/12,0.12,0.4,9-11,wet,midlate
K1W9_CD+KEE_FS10-13_Gap0.20_Fav0.00_fast_all,CD+KEE,9,634,213024,200197.3,-12826.7,-6.02,230,36.28,870.42,-1.03,-13.29,376,258,5/15,0.2,0.0,10-13,fast,all
K1W9_CD+KEE_FS12-20_Gap0.10_Fav0.35_all_midlate,CD+KEE,9,240,80640,100079.8,19439.8,24.11,73,30.42,1370.96,46.95,-13.3,149,91,9/15,0.1,0.35,12-20,all,midlate
K1W9_CD+KEE_FS12-20_Gap0.12_Fav0.35_all_midlate,CD+KEE,9,240,80640,100079.8,19439.8,24.11,73,30.42,1370.96,46.95,-13.3,149,91,9/15,0.12,0.35,12-20,all,midlate
K1W9_AQU_FS9-11_Gap0.15_Fav0.00_fast_midlate,AQU,9,442,148512,110324.05,-38187.95,-25.71,177,40.05,623.3,-31.0,-13.3,310,132,3/15,0.15,0.0,9-11,fast,midlate
K1W7_SA_FS12-20_Gap0.12_Fav0.00_all_all,SA,7,202,24240,18456.6,-5783.4,-23.86,34,16.83,542.84,-26.71,-13.31,159,43,4/14,0.12,0.0,12-20,all,all
K1W7_SA_FS12-20_Gap0.12_Fav0.00_fast_all,SA,7,193,23160,17025.4,-6134.6,-26.49,31,16.06,549.21,-30.27,-13.31,150,43,4/14,0.12,0.0,12-20,fast,all
K1W7_GP_FS10-11_Gap0.20_Fav0.00_all_all,GP,7,741,88920,59365.7,-29554.3,-33.24,162,21.86,366.45,-43.2,-13.31,494,247,2/14,0.2,0.0,10-11,all,all
K1W7_DMR_FS10-12_Gap0.10_Fav0.35_all_midlate,DMR,7,256,30720,28714.4,-2005.6,-6.53,60,23.44,478.57,-1.57,-13.32,148,108,6/14,0.1,0.35,10-12,all,midlate
K1W7_DMR_FS10-12_Gap0.10_Fav0.35_fast_midlate,DMR,7,256,30720,28714.4,-2005.6,-6.53,60,23.44,478.57,-1.57,-13.32,148,108,6/14,0.1,0.35,10-12,fast,midlate
K1W8_MTH_FS9-11_Gap0.10_Fav0.00_all_late,MTH,8,572,120120,109208.3,-10911.7,-9.08,213,37.24,512.72,-7.35,-13.32,406,166,5/15,0.1,0.0,9-11,all,late
K1W9_CD+KEE_FS9-11_Gap0.10_Fav0.00_all_all,CD+KEE,9,2040,685440,592928.55,-92511.45,-13.5,725,35.54,817.83,-13.61,-13.32,1239,801,2/15,0.1,0.0,9-11,all,all
K1W7_MTH_FS10-12_Gap0.10_Fav0.40_all_late,MTH,7,130,15600,15195.6,-404.4,-2.59,42,32.31,361.8,2.18,-13.33,90,40,5/15,0.1,0.4,10-12,all,late
K1W7_MTH_FS10-12_Gap0.12_Fav0.40_all_late,MTH,7,130,15600,15195.6,-404.4,-2.59,42,32.31,361.8,2.18,-13.33,90,40,5/15,0.12,0.4,10-12,all,late
K1W7_MTH_FS10-12_Gap0.15_Fav0.40_all_late,MTH,7,129,15480,14842.7,-637.3,-4.12,41,31.78,362.02,0.02,-13.33,89,40,5/15,0.15,0.4,10-12,all,late
K1W9_CD+KEE_FS10-12_Gap0.18_Fav0.00_all_late,CD+KEE,9,459,154224,146281.13,-7942.87,-5.15,164,35.73,891.96,0.22,-13.33,277,182,7/15,0.18,0.0,10-12,all,late
K1W8_DMR_FS10-12_Gap0.10_Fav0.00_all_all,DMR,8,724,152040,126885.3,-25154.7,-16.54,187,25.83,678.53,-18.47,-13.34,452,272,2/14,0.1,0.0,10-12,all,all
K1W7_CD+KEE_FS10-13_Gap0.18_Fav0.35_fast_late,CD+KEE,7,345,41400,33458.8,-7941.2,-19.18,69,20.0,484.91,-22.3,-13.34,225,120,2/15,0.18,0.35,10-13,fast,late
K1W9_CD+KEE_FS9-11_Gap0.15_Fav0.35_all_midlate,CD+KEE,9,724,243264,196404.52,-46859.48,-19.26,291,40.19,674.93,-23.15,-13.35,437,287,3/15,0.15,0.35,9-11,all,midlate
K1W8_GP_FS10-12_Gap0.10_Fav0.00_fast_midlate,GP,8,1800,378000,292329.9,-85670.1,-22.66,460,25.56,635.5,-27.29,-13.36,1202,598,3/14,0.1,0.0,10-12,fast,midlate
K1W8_GP_FS9-11_Gap0.12_Fav0.35_all_midlate,GP,8,1457,305970,232415.4,-73554.6,-24.04,498,34.18,466.7,-29.52,-13.36,963,494,0/14,0.12,0.35,9-11,all,midlate
K1W8_SA_FS9-11_Gap0.15_Fav0.35_fast_all,SA,8,784,164640,125972.5,-38667.5,-23.49,283,36.1,445.13,-28.22,-13.37,534,250,3/15,0.15,0.35,9-11,fast,all
K1W7_CD+KEE_FS10-12_Gap0.18_Fav0.00_all_late,CD+KEE,7,459,55080,46031.43,-9048.57,-16.43,93,20.26,494.96,-18.43,-13.38,277,182,3/15,0.18,0.0,10-12,all,late
K1W8_AQU_FS10-13_Gap0.10_Fav0.00_all_all,AQU,8,721,151410,124710.0,-26700.0,-17.63,192,26.63,649.53,-19.53,-13.38,499,222,5/15,0.1,0.0,10-13,all,all
K1W8_SA_FS9-11_Gap0.18_Fav0.35_fast_all,SA,8,693,145530,116055.4,-29474.6,-20.25,259,37.37,448.09,-23.56,-13.38,468,225,4/15,0.18,0.35,9-11,fast,all
K1W8_GP_FS10-11_Gap0.18_Fav0.35_fast_late,GP,8,412,86520,59280.8,-27239.2,-31.48,122,29.61,485.91,-40.5,-13.38,275,137,1/14,0.18,0.35,10-11,fast,late
K1W9_CD_FS10-11_Gap0.12_Fav0.35_all_all,CD,9,400,134400,122967.89,-11432.11,-8.51,160,40.0,768.55,-4.78,-13.39,227,173,8/15,0.12,0.35,10-11,all,all
K1W7_CD_FS10-13_Gap0.12_Fav0.00_wet_all,CD,7,146,17520,14622.41,-2897.59,-16.54,26,17.81,562.4,-18.86,-13.39,84,62,4/15,0.12,0.0,10-13,wet,all
K1W8_GP_FS9-11_Gap0.20_Fav0.40_all_all,GP,8,1104,231840,184749.4,-47090.6,-20.31,427,38.68,432.67,-24.3,-13.4,700,404,1/14,0.2,0.4,9-11,all,all
K1W7_DMR_FS10-13_Gap0.20_Fav0.00_all_midlate,DMR,7,211,25320,22940.7,-2379.3,-9.4,48,22.75,477.93,-6.41,-13.41,121,90,6/14,0.2,0.0,10-13,all,midlate
K1W7_DMR_FS10-13_Gap0.20_Fav0.00_fast_midlate,DMR,7,211,25320,22940.7,-2379.3,-9.4,48,22.75,477.93,-6.41,-13.41,121,90,6/14,0.2,0.0,10-13,fast,midlate
K1W9_KEE_FS10-12_Gap0.12_Fav0.35_fast_midlate,KEE,9,162,54432,43612.7,-10819.3,-19.88,49,30.25,890.06,-22.93,-13.41,110,52,6/15,0.12,0.35,10-12,fast,midlate
K1W9_OP_FS10-12_Gap0.15_Fav0.00_fast_midlate,OP,9,396,133056,124578.7,-8477.3,-6.37,130,32.83,958.3,0.61,-13.42,199,197,6/14,0.15,0.0,10-12,fast,midlate
K1W9_OP_FS12-20_Gap0.10_Fav0.35_all_all,OP,9,210,70560,60956.6,-9603.4,-13.61,60,28.57,1015.94,-13.91,-13.42,81,129,5/14,0.1,0.35,12-20,all,all
K1W9_CD+KEE_FS10-12_Gap0.12_Fav0.40_fast_all,CD+KEE,9,419,140784,115168.3,-25615.7,-18.2,160,38.19,719.8,-21.75,-13.42,240,179,2/15,0.12,0.4,10-12,fast,all
K1W9_CD+KEE_FS10-12_Gap0.10_Fav0.40_fast_all,CD+KEE,9,420,141120,115375.1,-25744.9,-18.24,161,38.33,716.62,-21.82,-13.42,241,179,2/15,0.1,0.4,10-12,fast,all
K1W9_CD+KEE_FS10-13_Gap0.12_Fav0.40_fast_all,CD+KEE,9,421,141456,115512.2,-25943.8,-18.34,161,38.24,717.47,-21.98,-13.42,242,179,2/15,0.12,0.4,10-13,fast,all
K1W9_CD+KEE_FS10-13_Gap0.10_Fav0.40_fast_all,CD+KEE,9,422,141792,115719.0,-26073.0,-18.39,162,38.39,714.31,-22.04,-13.42,243,179,2/15,0.1,0.4,10-13,fast,all
K1W7_CD_FS10-11_Gap0.12_Fav0.35_all_late,CD,7,236,28320,28418.73,98.73,0.35,61,25.85,465.88,9.63,-13.43,141,95,4/15,0.12,0.35,10-11,all,late
K1W9_SA_FS10-12_Gap0.12_Fav0.35_fast_midlate,SA,9,420,141120,127194.3,-13925.7,-9.87,175,41.67,726.82,-8.39,-13.43,297,123,5/15,0.12,0.35,10-12,fast,midlate
K1W9_SA_FS10-13_Gap0.12_Fav0.35_fast_midlate,SA,9,429,144144,127605.7,-16538.3,-11.47,177,41.26,720.94,-10.69,-13.43,306,123,4/15,0.12,0.35,10-13,fast,midlate
K1W9_CD_FS10-13_Gap0.18_Fav0.00_fast_midlate,CD,9,384,129024,132172.0,3148.0,2.44,144,37.5,917.86,13.08,-13.45,230,154,5/15,0.18,0.0,10-13,fast,midlate
K1W9_OP_FS10-12_Gap0.12_Fav0.35_fast_midlate,OP,9,320,107520,108279.7,759.7,0.71,107,33.44,1011.96,15.77,-13.45,155,165,5/14,0.12,0.35,10-12,fast,midlate
K1W8_GP_FS9-11_Gap0.12_Fav0.40_fast_all,GP,8,1084,227640,185908.3,-41731.7,-18.33,420,38.75,442.64,-21.33,-13.45,671,413,3/14,0.12,0.4,9-11,fast,all
K1W7_AQU_FS10-12_Gap0.12_Fav0.00_all_late,AQU,7,332,39840,29953.0,-9887.0,-24.82,67,20.18,447.06,-30.84,-13.45,217,115,4/15,0.12,0.0,10-12,all,late
K1W7_GP_FS10-11_Gap0.10_Fav0.35_fast_all,GP,7,949,113880,89937.9,-23942.1,-21.02,223,23.5,403.31,-25.46,-13.46,598,351,2/14,0.1,0.35,10-11,fast,all
K1W7_GP_FS10-13_Gap0.20_Fav0.40_fast_midlate,GP,7,445,53400,41138.9,-12261.1,-22.96,109,24.49,377.42,-27.5,-13.46,301,144,2/14,0.2,0.4,10-13,fast,midlate
K1W7_AQU_FS10-12_Gap0.10_Fav0.00_wet_all,AQU,7,178,21360,14701.45,-6658.55,-31.17,35,19.66,420.04,-39.96,-13.46,119,59,5/15,0.1,0.0,10-12,wet,all
K1W8_GP_FS9-11_Gap0.10_Fav0.40_fast_all,GP,8,1091,229110,186796.3,-42313.7,-18.47,424,38.86,440.56,-21.54,-13.47,676,415,2/14,0.1,0.4,9-11,fast,all
K1W9_GP_FS10-11_Gap0.20_Fav0.40_fast_midlate,GP,9,321,107856,71864.7,-35991.3,-33.37,128,39.88,561.44,-43.18,-13.47,215,106,4/14,0.2,0.4,10-11,fast,midlate
K1W8_OP_FS10-13_Gap0.10_Fav0.35_all_all,OP,8,631,132510,104184.7,-28325.3,-21.38,160,25.36,651.15,-30.48,-13.48,293,338,2/14,0.1,0.35,10-13,all,all
K1W9_MTH_FS10-11_Gap0.20_Fav0.35_all_late,MTH,9,131,44016,41057.8,-2958.2,-6.72,62,47.33,662.22,-4.16,-13.49,95,36,4/15,0.2,0.35,10-11,all,late
K1W9_MTH_FS10-11_Gap0.20_Fav0.00_all_late,MTH,9,134,45024,41781.0,-3243.0,-7.2,64,47.76,652.83,-4.89,-13.49,98,36,4/15,0.2,0.0,10-11,all,late
K1W7_BAQ_FS9-11_Gap0.10_Fav0.00_fast_midlate,BAQ,7,91,10920,9447.2,-1472.8,-13.49,25,27.47,377.89,-100.0,-13.49,0,91,2/4,0.1,0.0,9-11,fast,midlate
K1W9_AQU_FS9-11_Gap0.18_Fav0.00_all_all,AQU,9,573,192528,157686.85,-34841.15,-18.1,248,43.28,635.83,-20.12,-13.49,398,175,3/15,0.18,0.0,9-11,all,all
K1W9_CD+KEE_FS9-11_Gap0.12_Fav0.35_all_midlate,CD+KEE,9,772,259392,208256.72,-51135.28,-19.71,312,40.41,667.49,-23.89,-13.49,462,310,2/15,0.12,0.35,9-11,all,midlate
K1W7_OP_FS9-11_Gap0.18_Fav0.35_all_late,OP,7,250,30000,27780.0,-2220.0,-7.4,59,23.6,470.85,-1.3,-13.5,125,125,5/14,0.18,0.35,9-11,all,late
K1W9_SAR_FS10-12_Gap0.10_Fav0.35_fast_all,SAR,9,159,53424,41620.15,-11803.85,-22.09,57,35.85,730.18,-26.77,-13.5,103,56,3/14,0.1,0.35,10-12,fast,all
K1W9_SAR_FS10-12_Gap0.12_Fav0.35_fast_all,SAR,9,159,53424,41620.15,-11803.85,-22.09,57,35.85,730.18,-26.77,-13.5,103,56,3/14,0.12,0.35,10-12,fast,all
K1W9_SAR_FS10-13_Gap0.10_Fav0.35_fast_all,SAR,9,161,54096,42042.65,-12053.35,-22.28,58,36.02,724.87,-26.97,-13.5,105,56,3/14,0.1,0.35,10-13,fast,all
K1W9_SAR_FS10-13_Gap0.12_Fav0.35_fast_all,SAR,9,161,54096,42042.65,-12053.35,-22.28,58,36.02,724.87,-26.97,-13.5,105,56,3/14,0.12,0.35,10-13,fast,all
K1W9_KEE_FS9-11_Gap0.20_Fav0.35_all_all,KEE,9,259,87024,67398.4,-19625.6,-22.55,107,41.31,629.89,-30.49,-13.5,138,121,3/15,0.2,0.35,9-11,all,all
K1W9_CD+KEE_FS10-12_Gap0.12_Fav0.00_wet_late,CD+KEE,9,132,44352,33449.83,-10902.17,-24.58,38,28.79,880.26,-36.0,-13.5,65,67,4/15,0.12,0.0,10-12,wet,late
K1W7_GP_FS10-11_Gap0.10_Fav0.00_fast_midlate,GP,7,1251,150120,117833.9,-32286.1,-21.51,257,20.54,458.5,-25.71,-13.51,820,431,2/14,0.1,0.0,10-11,fast,midlate
K1W7_CD_FS10-11_Gap0.15_Fav0.35_all_midlate,CD,7,304,36480,32864.73,-3615.27,-9.91,72,23.68,456.45,-7.39,-13.52,179,125,4/15,0.15,0.35,10-11,all,midlate
K1W8_GP_FS10-11_Gap0.10_Fav0.35_fast_all,GP,8,949,199290,149533.3,-49756.7,-24.97,292,30.77,512.1,-31.68,-13.52,598,351,0/14,0.1,0.35,10-11,fast,all
K1W9_CD+KEE_FS12-20_Gap0.15_Fav0.00_all_late,CD+KEE,9,231,77616,88665.3,11049.3,14.24,67,29.0,1323.36,29.82,-13.55,148,83,7/15,0.15,0.0,12-20,all,late
K1W7_CD+KEE_FS10-13_Gap0.20_Fav0.40_fast_late,CD+KEE,7,191,22920,19669.2,-3250.8,-14.18,46,24.08,427.59,-14.55,-13.56,120,71,5/15,0.2,0.4,10-13,fast,late
K1W7_CD+KEE_FS10-12_Gap0.20_Fav0.40_fast_late,CD+KEE,7,190,22800,19325.3,-3474.7,-15.24,45,23.68,429.45,-16.24,-13.56,119,71,5/15,0.2,0.4,10-12,fast,late
K1W7_AQU_FS10-11_Gap0.18_Fav0.00_all_all,AQU,7,285,34200,27265.25,-6934.75,-20.28,67,23.51,406.94,-23.08,-13.56,201,84,4/15,0.18,0.0,10-11,all,all
K1W7_GP_FS10-11_Gap0.20_Fav0.40_all_all,GP,7,493,59160,40782.5,-18377.5,-31.06,121,24.54,337.05,-39.87,-13.56,328,165,1/14,0.2,0.4,10-11,all,all
K1W9_GP_FS12-20_Gap0.10_Fav0.00_all_all,GP,9,850,285600,219717.8,-65882.2,-23.07,220,25.88,998.72,-27.25,-13.57,590,260,5/14,0.1,0.0,12-20,all,all
K1W7_OP_FS10-11_Gap0.15_Fav0.35_wet_all,OP,7,98,11760,8995.6,-2764.4,-23.51,19,19.39,473.45,-36.76,-13.57,42,56,5/14,0.15,0.35,10-11,wet,all
K1W7_OP_FS9-11_Gap0.20_Fav0.00_fast_late,OP,7,181,21720,22596.9,876.9,4.04,45,24.86,502.15,20.34,-13.58,94,87,6/14,0.2,0.0,9-11,fast,late
K1W7_OP_FS9-11_Gap0.20_Fav0.35_fast_late,OP,7,179,21480,20644.8,-835.2,-3.89,43,24.02,480.11,5.28,-13.58,92,87,5/14,0.2,0.35,9-11,fast,late
K1W7_KEE_FS12-20_Gap0.10_Fav0.00_all_midlate,KEE,7,222,26640,20155.0,-6485.0,-24.34,26,11.71,775.19,-30.77,-13.58,139,83,4/15,0.1,0.0,12-20,all,midlate
K1W8_GP_FS10-12_Gap0.12_Fav0.00_all_late,GP,8,1292,271320,192579.5,-78740.5,-29.02,322,24.92,598.07,-36.86,-13.58,857,435,1/14,0.12,0.0,10-12,all,late
K1W8_DMR_FS9-11_Gap0.15_Fav0.00_fast_midlate,DMR,8,456,95760,82885.0,-12875.0,-13.45,146,32.02,567.71,-13.35,-13.59,275,181,5/14,0.15,0.0,9-11,fast,midlate
K1W7_GP_FS10-13_Gap0.20_Fav0.35_fast_all,GP,7,900,108000,78249.8,-29750.2,-27.55,200,22.22,391.25,-34.99,-13.59,587,313,2/14,0.2,0.35,10-13,fast,all
K1W8_GP_FS9-11_Gap0.15_Fav0.40_all_all,GP,8,1188,249480,202071.5,-47408.5,-19.0,459,38.64,440.24,-22.17,-13.62,748,440,3/14,0.15,0.4,9-11,all,all
K1W9_OP_FS12-20_Gap0.12_Fav0.00_fast_midlate,OP,9,186,62496,52293.5,-10202.5,-16.33,45,24.19,1162.08,-19.32,-13.63,88,98,4/14,0.12,0.0,12-20,fast,midlate
K1W8_SA_FS9-11_Gap0.15_Fav0.00_all_midlate,SA,8,837,175770,133191.3,-42578.7,-24.22,277,33.09,480.84,-29.47,-13.63,560,277,4/15,0.15,0.0,9-11,all,midlate
K1W7_GP_FS10-11_Gap0.10_Fav0.00_wet_all,GP,7,191,22920,13798.1,-9121.9,-39.8,29,15.18,475.8,-48.34,-13.63,144,47,3/13,0.1,0.0,10-11,wet,all
K1W9_CD_FS9-11_Gap0.18_Fav0.00_wet_all,CD,9,94,31584,25881.71,-5702.29,-18.05,34,36.17,761.23,-21.32,-13.64,54,40,4/15,0.18,0.0,9-11,wet,all
K1W8_AQU_FS9-11_Gap0.12_Fav0.00_all_midlate,AQU,8,753,158130,129006.9,-29123.1,-18.42,242,32.14,533.09,-20.61,-13.64,516,237,3/15,0.12,0.0,9-11,all,midlate
K1W9_CD+KEE_FS10-12_Gap0.12_Fav0.40_all_all,CD+KEE,9,495,166320,133466.85,-32853.15,-19.75,186,37.58,717.56,-24.93,-13.64,268,227,2/15,0.12,0.4,10-12,all,all
K1W9_CD+KEE_FS10-12_Gap0.10_Fav0.40_all_all,CD+KEE,9,496,166656,133673.65,-32982.35,-19.79,187,37.7,714.83,-24.98,-13.64,269,227,2/15,0.1,0.4,10-12,all,all
K1W9_CD+KEE_FS10-13_Gap0.12_Fav0.40_all_all,CD+KEE,9,498,167328,133810.75,-33517.25,-20.03,187,37.55,715.57,-25.39,-13.64,271,227,2/15,0.12,0.4,10-13,all,all
K1W9_CD+KEE_FS10-13_Gap0.10_Fav0.40_all_all,CD+KEE,9,499,167664,134017.55,-33646.45,-20.07,188,37.68,712.86,-25.43,-13.64,272,227,2/15,0.1,0.4,10-13,all,all
K1W7_AQU_FS12-20_Gap0.12_Fav0.00_all_midlate,AQU,7,113,13560,7929.7,-5630.3,-41.52,13,11.5,609.98,-56.8,-13.64,73,40,3/15,0.12,0.0,12-20,all,midlate
K1W7_OP_FS10-13_Gap0.18_Fav0.00_all_all,OP,7,582,69840,59295.2,-10544.8,-15.1,106,18.21,559.39,-16.62,-13.65,284,298,4/14,0.18,0.0,10-13,all,all
K1W8_CD_FS12-20_Gap0.10_Fav0.35_fast_midlate,CD,8,129,27090,21271.3,-5818.7,-21.48,30,23.26,709.04,-25.53,-13.65,85,44,5/15,0.1,0.35,12-20,fast,midlate
K1W8_CD_FS12-20_Gap0.12_Fav0.35_fast_midlate,CD,8,129,27090,21271.3,-5818.7,-21.48,30,23.26,709.04,-25.53,-13.65,85,44,5/15,0.12,0.35,12-20,fast,midlate
K1W8_GP_FS9-11_Gap0.10_Fav0.00_all_midlate,GP,8,2517,528570,410196.8,-118373.2,-22.39,767,30.47,534.81,-27.28,-13.65,1615,902,0/14,0.1,0.0,9-11,all,midlate
K1W8_MTH_FS9-11_Gap0.15_Fav0.40_fast_all,MTH,8,359,75390,68956.3,-6433.7,-8.53,161,44.85,428.3,-6.44,-13.66,255,104,7/15,0.15,0.4,9-11,fast,all
K1W9_SAR_FS9-11_Gap0.12_Fav0.35_all_all,SAR,9,331,111216,94487.85,-16728.15,-15.04,133,40.18,710.43,-15.87,-13.66,207,124,4/14,0.12,0.35,9-11,all,all
K1W7_GP_FS10-12_Gap0.15_Fav0.00_fast_midlate,GP,7,1145,137400,108242.7,-29157.3,-21.22,244,21.31,443.62,-25.14,-13.66,754,391,3/14,0.15,0.0,10-12,fast,midlate
K1W8_SA_FS9-11_Gap0.12_Fav0.00_all_all,SA,8,1398,293580,227437.1,-66142.9,-22.53,451,32.26,504.3,-26.87,-13.66,939,459,3/15,0.12,0.0,9-11,all,all
K1W8_KEE_FS9-11_Gap0.15_Fav0.00_fast_midlate,KEE,8,210,44100,41682.8,-2417.2,-5.48,62,29.52,672.3,-1.56,-13.67,142,68,4/15,0.15,0.0,9-11,fast,midlate
K1W8_SA_FS10-11_Gap0.12_Fav0.00_all_all,SA,8,730,153300,122420.4,-30879.6,-20.14,208,28.49,588.56,-23.05,-13.67,504,226,4/15,0.12,0.0,10-11,all,all
K1W9_CD_FS9-11_Gap0.15_Fav0.40_all_all,CD,9,389,130704,98994.26,-31709.74,-24.26,180,46.27,549.97,-32.31,-13.67,221,168,2/15,0.15,0.4,9-11,all,all
K1W7_CD+KEE_FS10-12_Gap0.20_Fav0.35_wet_all,CD+KEE,7,110,13200,12063.94,-1136.06,-8.61,23,20.91,524.52,-0.99,-13.68,44,66,5/14,0.2,0.35,10-12,wet,all
K1W8_OP_FS10-12_Gap0.10_Fav0.35_all_late,OP,8,260,54600,44983.4,-9616.6,-17.61,67,25.77,671.39,-22.49,-13.68,116,144,3/14,0.1,0.35,10-12,all,late
K1W8_BEL_FS9-11_Gap0.10_Fav0.00_fast_midlate,BEL,8,578,121380,97010.75,-24369.25,-20.08,184,31.83,527.23,-21.5,-13.68,473,105,3/13,0.1,0.0,9-11,fast,midlate
K1W7_CD+KEE_FS10-11_Gap0.18_Fav0.35_fast_midlate,CD+KEE,7,319,38280,29919.3,-8360.7,-21.84,72,22.57,415.55,-26.76,-13.68,199,120,5/15,0.18,0.35,10-11,fast,midlate
K1W8_GP_FS10-13_Gap0.18_Fav0.00_fast_all,GP,8,1135,238350,182353.7,-55996.3,-23.49,333,29.34,547.61,-28.98,-13.68,728,407,1/14,0.18,0.0,10-13,fast,all
