Strategy,TrackScope,K,Races,Wagered,Returned,Profit,ROI%,Hits,HitRate%,AvgPay,TrainROI%,TestROI%,TrainRaces,TestRaces,PosYears,Gap,FavMin,FS,Cond,Card
K1W8_SA_FS9-11_Gap0.15_Fav0.40_all_all,SA,8,519,108990,83160.3,-25829.7,-23.7,209,40.27,397.9,-29.25,-13.68,334,185,2/15,0.15,0.4,9-11,all,all
K1W9_SA_FS10-12_Gap0.10_Fav0.40_fast_midlate,SA,9,214,71904,63641.6,-8262.4,-11.49,102,47.66,623.94,-10.33,-13.69,140,74,4/14,0.1,0.4,10-12,fast,midlate
K1W9_SA_FS10-12_Gap0.12_Fav0.40_fast_midlate,SA,9,214,71904,63641.6,-8262.4,-11.49,102,47.66,623.94,-10.33,-13.69,140,74,4/14,0.12,0.4,10-12,fast,midlate
K1W9_SA_FS10-13_Gap0.10_Fav0.40_fast_midlate,SA,9,219,73584,64053.0,-9531.0,-12.95,104,47.49,615.89,-12.58,-13.69,145,74,4/14,0.1,0.4,10-13,fast,midlate
K1W9_SA_FS10-13_Gap0.12_Fav0.40_fast_midlate,SA,9,219,73584,64053.0,-9531.0,-12.95,104,47.49,615.89,-12.58,-13.69,145,74,4/14,0.12,0.4,10-13,fast,midlate
K1W9_CD_FS10-11_Gap0.20_Fav0.00_all_late,CD,9,179,60144,55359.58,-4784.42,-7.95,73,40.78,758.35,-3.42,-13.7,100,79,6/15,0.2,0.0,10-11,all,late
K1W8_MTH_FS9-11_Gap0.20_Fav0.40_fast_midlate,MTH,8,237,49770,44786.9,-4983.1,-10.01,104,43.88,430.64,-8.4,-13.7,165,72,7/15,0.2,0.4,9-11,fast,midlate
K1W9_OP_FS12-20_Gap0.15_Fav0.35_all_all,OP,9,196,65856,57354.0,-8502.0,-12.91,57,29.08,1006.21,-11.73,-13.7,79,117,5/14,0.15,0.35,12-20,all,all
K1W9_GP_FS10-11_Gap0.20_Fav0.35_all_midlate,GP,9,527,177072,122211.0,-54861.0,-30.98,193,36.62,633.22,-38.52,-13.7,367,160,3/14,0.2,0.35,10-11,all,midlate
K1W9_OP_FS10-13_Gap0.10_Fav0.35_all_midlate,OP,9,415,139440,135211.6,-4228.4,-3.03,140,33.73,965.8,9.73,-13.71,189,226,6/14,0.1,0.35,10-13,all,midlate
K1W7_SAR_FS10-11_Gap0.15_Fav0.00_fast_late,SAR,7,91,10920,8459.6,-2460.4,-22.53,21,23.08,402.84,-27.09,-13.71,60,31,5/14,0.15,0.0,10-11,fast,late
K1W9_GP_FS10-13_Gap0.15_Fav0.35_fast_all,GP,9,1187,398832,316001.9,-82830.1,-20.77,431,36.31,733.18,-24.97,-13.72,744,443,3/14,0.15,0.35,10-13,fast,all
K1W8_GP_FS9-11_Gap0.20_Fav0.00_fast_late,GP,8,675,141750,103602.4,-38147.6,-26.91,230,34.07,450.45,-34.28,-13.72,433,242,2/14,0.2,0.0,9-11,fast,late
K1W9_SA_FS10-12_Gap0.10_Fav0.35_all_midlate,SA,9,443,148848,131397.0,-17451.0,-11.72,183,41.31,718.02,-10.85,-13.74,309,134,5/15,0.1,0.35,10-12,all,midlate
K1W9_SA_FS10-13_Gap0.10_Fav0.35_all_midlate,SA,9,452,151872,131808.4,-20063.6,-13.21,185,40.93,712.48,-12.99,-13.74,318,134,4/15,0.1,0.35,10-13,all,midlate
K1W7_GP_FS10-12_Gap0.18_Fav0.35_fast_midlate,GP,7,763,91560,70968.8,-20591.2,-22.49,171,22.41,415.02,-26.75,-13.74,513,250,3/14,0.18,0.35,10-12,fast,midlate
K1W8_AQU_FS10-13_Gap0.15_Fav0.00_wet_midlate,AQU,8,102,21420,16776.9,-4643.1,-21.68,28,27.45,599.18,-25.82,-13.75,67,35,4/14,0.15,0.0,10-13,wet,midlate
K1W9_CD+KEE_FS9-11_Gap0.18_Fav0.35_wet_all,CD+KEE,9,142,47712,36969.81,-10742.19,-22.51,53,37.32,697.54,-32.61,-13.75,66,76,4/15,0.18,0.35,9-11,wet,all
K1W7_CD_FS9-11_Gap0.20_Fav0.35_all_late,CD,7,299,35880,30442.07,-5437.93,-15.16,76,25.42,400.55,-16.15,-13.77,174,125,3/15,0.2,0.35,9-11,all,late
K1W9_SA_FS10-11_Gap0.10_Fav0.00_fast_all,SA,9,811,272496,210188.0,-62308.0,-22.87,275,33.91,764.32,-26.58,-13.77,576,235,3/15,0.1,0.0,10-11,fast,all
K1W8_KEE_FS10-12_Gap0.15_Fav0.35_fast_midlate,KEE,8,160,33600,24996.2,-8603.8,-25.61,35,21.88,714.18,-31.15,-13.77,109,51,6/15,0.15,0.35,10-12,fast,midlate
K1W7_CD+KEE_FS10-11_Gap0.15_Fav0.35_fast_all,CD+KEE,7,482,57840,48940.4,-8899.6,-15.39,114,23.65,429.3,-16.49,-13.78,286,196,5/15,0.15,0.35,10-11,fast,all
K1W9_GP_FS10-12_Gap0.15_Fav0.35_fast_all,GP,9,1171,393456,314187.3,-79268.7,-20.15,426,36.38,737.53,-23.98,-13.78,731,440,3/14,0.15,0.35,10-12,fast,all
K1W8_SAR_FS10-12_Gap0.18_Fav0.00_all_midlate,SAR,8,151,31710,23359.8,-8350.2,-26.33,44,29.14,530.9,-33.32,-13.78,97,54,4/14,0.18,0.0,10-12,all,midlate
K1W9_CD_FS10-11_Gap0.10_Fav0.35_all_all,CD,9,407,136752,125934.79,-10817.21,-7.91,163,40.05,772.61,-3.47,-13.79,232,175,8/15,0.1,0.35,10-11,all,all
K1W8_SAR_FS10-12_Gap0.10_Fav0.35_all_late,SAR,8,92,19320,14218.3,-5101.7,-26.41,27,29.35,526.6,-35.29,-13.79,54,38,4/14,0.1,0.35,10-12,all,late
K1W8_SAR_FS10-12_Gap0.12_Fav0.35_all_late,SAR,8,92,19320,14218.3,-5101.7,-26.41,27,29.35,526.6,-35.29,-13.79,54,38,4/14,0.12,0.35,10-12,all,late
K1W8_SAR_FS10-13_Gap0.10_Fav0.35_all_late,SAR,8,93,19530,14218.3,-5311.7,-27.2,27,29.03,526.6,-36.46,-13.79,55,38,4/14,0.1,0.35,10-13,all,late
K1W8_SAR_FS10-13_Gap0.12_Fav0.35_all_late,SAR,8,93,19530,14218.3,-5311.7,-27.2,27,29.03,526.6,-36.46,-13.79,55,38,4/14,0.12,0.35,10-13,all,late
K1W8_SAR_FS10-11_Gap0.10_Fav0.35_fast_midlate,SAR,8,106,22260,14940.6,-7319.4,-32.88,30,28.3,498.02,-43.12,-13.79,69,37,4/13,0.1,0.35,10-11,fast,midlate
K1W8_SAR_FS10-11_Gap0.12_Fav0.35_fast_midlate,SAR,8,106,22260,14940.6,-7319.4,-32.88,30,28.3,498.02,-43.12,-13.79,69,37,4/13,0.12,0.35,10-11,fast,midlate
K1W9_OP_FS10-13_Gap0.12_Fav0.00_fast_all,OP,9,775,260400,221134.4,-39265.6,-15.08,230,29.68,961.45,-16.29,-13.8,398,377,6/14,0.12,0.0,10-13,fast,all
K1W7_CD_FS12-20_Gap0.15_Fav0.00_all_late,CD,7,141,16920,12841.4,-4078.6,-24.11,22,15.6,583.7,-29.26,-13.8,94,47,4/15,0.15,0.0,12-20,all,late
K1W8_SAR_FS9-11_Gap0.12_Fav0.35_fast_late,SAR,8,147,30870,24090.75,-6779.25,-21.96,46,31.29,523.71,-26.83,-13.81,92,55,2/14,0.12,0.35,9-11,fast,late
K1W8_SAR_FS9-11_Gap0.10_Fav0.35_fast_late,SAR,8,148,31080,24090.75,-6989.25,-22.49,46,31.08,523.71,-27.62,-13.81,93,55,2/14,0.1,0.35,9-11,fast,late
K1W7_GP_FS10-13_Gap0.12_Fav0.00_fast_midlate,GP,7,1544,185280,141313.2,-43966.8,-23.73,310,20.08,455.85,-28.79,-13.82,1022,522,2/14,0.12,0.0,10-13,fast,midlate
K1W8_AQU_FS9-11_Gap0.12_Fav0.35_wet_all,AQU,8,184,38640,46331.65,7691.65,19.91,73,39.67,634.68,37.9,-13.83,120,64,7/15,0.12,0.35,9-11,wet,all
K1W8_AQU_FS9-11_Gap0.10_Fav0.35_wet_all,AQU,8,185,38850,46582.15,7732.15,19.9,74,40.0,629.49,37.75,-13.83,121,64,7/15,0.1,0.35,9-11,wet,all
K1W8_SA_FS10-12_Gap0.10_Fav0.00_all_late,SA,8,598,125580,103222.0,-22358.0,-17.8,159,26.59,649.19,-19.58,-13.83,413,185,3/15,0.1,0.0,10-12,all,late
K1W8_GP_FS9-11_Gap0.12_Fav0.40_all_all,GP,8,1200,252000,203461.0,-48539.0,-19.26,466,38.83,436.61,-22.43,-13.83,758,442,1/14,0.12,0.4,9-11,all,all
K1W8_SA_FS10-13_Gap0.10_Fav0.00_all_late,SA,8,619,129990,104525.7,-25464.3,-19.59,162,26.17,645.22,-22.05,-13.83,434,185,3/15,0.1,0.0,10-13,all,late
K1W8_SAR_FS9-11_Gap0.20_Fav0.00_all_late,SAR,8,140,29400,20756.25,-8643.75,-29.4,43,30.71,482.7,-38.59,-13.84,88,52,1/14,0.2,0.0,9-11,all,late
K1W8_SAR_FS9-11_Gap0.20_Fav0.35_all_late,SAR,8,136,28560,19996.25,-8563.75,-29.99,42,30.88,476.1,-39.98,-13.84,84,52,1/14,0.2,0.35,9-11,all,late
K1W7_OP_FS9-11_Gap0.18_Fav0.00_all_late,OP,7,274,32880,32124.2,-755.8,-2.3,66,24.09,486.73,10.13,-13.85,132,142,6/14,0.18,0.0,9-11,all,late
K1W9_GP_FS10-11_Gap0.20_Fav0.35_all_all,GP,9,717,240912,182068.3,-58843.7,-24.43,272,37.94,669.37,-29.65,-13.85,480,237,3/14,0.2,0.35,10-11,all,all
K1W9_GP_FS10-12_Gap0.12_Fav0.00_fast_midlate,GP,9,1511,507696,375067.8,-132628.2,-26.12,479,31.7,783.02,-32.52,-13.85,993,518,3/14,0.12,0.0,10-12,fast,midlate
K1W9_CD_FS10-13_Gap0.20_Fav0.35_all_all,CD,9,448,150528,140498.64,-10029.36,-6.66,168,37.5,836.3,-1.07,-13.86,252,196,5/15,0.2,0.35,10-13,all,all
K1W7_KEE_FS9-11_Gap0.12_Fav0.00_fast_midlate,KEE,7,285,34200,31117.8,-3082.2,-9.01,65,22.81,478.74,-6.59,-13.86,190,95,5/15,0.12,0.0,9-11,fast,midlate
K1W8_KEE_FS10-11_Gap0.10_Fav0.35_all_midlate,KEE,8,125,26250,14469.4,-11780.6,-44.88,31,24.8,466.75,-64.87,-13.86,76,49,4/15,0.1,0.35,10-11,all,midlate
K1W8_BAQ_FS9-11_Gap0.15_Fav0.00_fast_all,BAQ,8,80,16800,14470.4,-2329.6,-13.87,33,41.25,438.5,-100.0,-13.87,0,80,1/4,0.15,0.0,9-11,fast,all
K1W8_MTH_FS10-11_Gap0.12_Fav0.00_fast_late,MTH,8,227,47670,39965.1,-7704.9,-16.16,80,35.24,499.56,-16.95,-13.87,169,58,4/15,0.12,0.0,10-11,fast,late
K1W7_SAR_FS10-11_Gap0.10_Fav0.35_fast_midlate,SAR,7,106,12720,9944.1,-2775.9,-21.82,25,23.58,397.76,-26.09,-13.87,69,37,5/13,0.1,0.35,10-11,fast,midlate
K1W7_SAR_FS10-11_Gap0.12_Fav0.35_fast_midlate,SAR,7,106,12720,9944.1,-2775.9,-21.82,25,23.58,397.76,-26.09,-13.87,69,37,5/13,0.12,0.35,10-11,fast,midlate
K1W9_MTH_FS10-11_Gap0.18_Fav0.35_fast_all,MTH,9,222,74592,64759.8,-9832.2,-13.18,108,48.65,599.63,-12.92,-13.88,162,60,5/15,0.18,0.35,10-11,fast,all
K1W8_SA_FS10-11_Gap0.18_Fav0.00_all_all,SA,8,424,89040,74777.7,-14262.3,-16.02,141,33.25,530.34,-17.05,-13.88,286,138,5/14,0.18,0.0,10-11,all,all
K1W8_GP_FS10-11_Gap0.12_Fav0.00_fast_all,GP,8,1390,291900,231381.9,-60518.1,-20.73,402,28.92,575.58,-24.97,-13.88,859,531,1/14,0.12,0.0,10-11,fast,all
K1W8_AQU_FS9-11_Gap0.12_Fav0.00_fast_late,AQU,8,363,76230,63134.05,-13095.95,-17.18,114,31.4,553.81,-18.76,-13.9,245,118,4/15,0.12,0.0,9-11,fast,late
K1W9_KEE_FS12-20_Gap0.20_Fav0.00_all_all,KEE,9,127,42672,50590.3,7918.3,18.56,38,29.92,1331.32,44.16,-13.91,71,56,9/15,0.2,0.0,12-20,all,all
K1W9_BEL_FS9-11_Gap0.10_Fav0.35_all_late,BEL,9,243,81648,78965.35,-2682.65,-3.29,110,45.27,717.87,-0.87,-13.91,198,45,6/13,0.1,0.35,9-11,all,late
K1W9_BEL_FS9-11_Gap0.12_Fav0.35_all_all,BEL,9,527,177072,155856.5,-21215.5,-11.98,239,45.35,652.12,-11.56,-13.92,433,94,5/13,0.12,0.35,9-11,all,all
K1W7_AQU_FS10-12_Gap0.12_Fav0.00_wet_midlate,AQU,7,126,15120,12020.4,-3099.6,-20.5,24,19.05,500.85,-24.15,-13.92,81,45,5/14,0.12,0.0,10-12,wet,midlate
K1W8_KEE_FS12-20_Gap0.12_Fav0.00_fast_all,KEE,8,204,42840,36872.3,-5967.7,-13.93,39,19.12,945.44,-13.93,-13.93,130,74,7/15,0.12,0.0,12-20,fast,all
K1W7_CD_FS10-12_Gap0.18_Fav0.00_all_late,CD,7,321,38520,33629.13,-4890.87,-12.7,70,21.81,480.42,-11.85,-13.94,191,130,4/15,0.18,0.0,10-12,all,late
K1W7_AQU_FS10-11_Gap0.15_Fav0.35_fast_all,AQU,7,220,26400,20618.65,-5781.35,-21.9,54,24.55,381.83,-24.68,-13.94,163,57,4/15,0.15,0.35,10-11,fast,all
K1W9_SA_FS12-20_Gap0.12_Fav0.00_all_all,SA,9,202,67872,51849.1,-16022.9,-23.61,63,31.19,823.0,-26.22,-13.94,159,43,5/14,0.12,0.0,12-20,all,all
K1W9_SA_FS12-20_Gap0.12_Fav0.00_fast_all,SA,9,193,64848,48952.2,-15895.8,-24.51,59,30.57,829.7,-27.54,-13.94,150,43,6/14,0.12,0.0,12-20,fast,all
K1W7_SA_FS12-20_Gap0.10_Fav0.00_fast_midlate,SA,7,191,22920,16904.5,-6015.5,-26.25,29,15.18,582.91,-29.4,-13.94,152,39,4/14,0.1,0.0,12-20,fast,midlate
K1W7_SA_FS12-20_Gap0.10_Fav0.00_all_midlate,SA,7,201,24120,17440.4,-6679.6,-27.69,31,15.42,562.59,-31.0,-13.94,162,39,4/14,0.1,0.0,12-20,all,midlate
K1W9_CD+KEE_FS10-12_Gap0.15_Fav0.00_fast_late,CD+KEE,9,511,171696,165425.5,-6270.5,-3.65,176,34.44,939.92,1.71,-13.95,336,175,7/15,0.15,0.0,10-12,fast,late
K1W9_BEL_FS10-12_Gap0.15_Fav0.00_fast_late,BEL,9,182,61152,46346.15,-14805.85,-24.21,63,34.62,735.65,-26.0,-13.95,155,27,3/13,0.15,0.0,10-12,fast,late
K1W7_CD+KEE_FS9-11_Gap0.18_Fav0.35_all_all,CD+KEE,7,883,105960,89259.7,-16700.3,-15.76,237,26.84,376.62,-17.15,-13.96,499,384,1/15,0.18,0.35,9-11,all,all
K1W8_GP_FS10-11_Gap0.15_Fav0.00_fast_all,GP,8,1063,223230,173354.1,-49875.9,-22.34,317,29.82,546.86,-27.6,-13.97,653,410,1/14,0.15,0.0,10-11,fast,all
K1W7_GP_FS10-11_Gap0.12_Fav0.00_fast_late,GP,7,807,96840,74529.4,-22310.6,-23.04,169,20.94,441.0,-27.96,-13.97,523,284,3/14,0.12,0.0,10-11,fast,late
K1W9_GP_FS10-13_Gap0.12_Fav0.00_fast_midlate,GP,9,1544,518784,381792.4,-136991.6,-26.41,489,31.67,780.76,-32.76,-13.97,1022,522,3/14,0.12,0.0,10-13,fast,midlate
K1W7_SAR_FS9-11_Gap0.12_Fav0.35_all_late,SAR,7,171,20520,19858.7,-661.3,-3.22,47,27.49,422.53,3.54,-13.98,105,66,7/14,0.12,0.35,9-11,all,late
K1W7_SAR_FS9-11_Gap0.10_Fav0.35_all_late,SAR,7,172,20640,19858.7,-781.3,-3.79,47,27.33,422.53,2.56,-13.98,106,66,7/14,0.1,0.35,9-11,all,late
K1W7_CD+KEE_FS9-11_Gap0.10_Fav0.00_fast_midlate,CD+KEE,7,1247,149640,149723.49,83.49,0.06,285,22.85,525.35,8.21,-13.99,789,458,3/15,0.1,0.0,9-11,fast,midlate
K1W9_CD+KEE_FS9-11_Gap0.10_Fav0.00_all_midlate,CD+KEE,9,1492,501312,436935.72,-64376.28,-12.84,521,34.92,838.65,-12.14,-13.99,926,566,5/15,0.1,0.0,9-11,all,midlate
K1W9_CD+KEE_FS9-11_Gap0.10_Fav0.35_all_midlate,CD+KEE,9,784,263424,211546.82,-51877.18,-19.69,317,40.43,667.34,-23.48,-13.99,471,313,2/15,0.1,0.35,9-11,all,midlate
K1W9_BEL_FS10-13_Gap0.18_Fav0.35_fast_midlate,BEL,9,185,62160,60137.25,-2022.75,-3.25,82,44.32,733.38,-1.09,-14.0,154,31,7/13,0.18,0.35,10-13,fast,midlate
K1W9_BEL_FS10-12_Gap0.15_Fav0.35_fast_midlate,BEL,9,202,67872,65545.75,-2326.25,-3.43,84,41.58,780.31,-1.51,-14.0,171,31,5/13,0.15,0.35,10-12,fast,midlate
K1W9_BEL_FS10-12_Gap0.12_Fav0.35_fast_midlate,BEL,9,207,69552,65621.25,-3930.75,-5.65,85,41.06,772.01,-4.18,-14.0,176,31,5/13,0.12,0.35,10-12,fast,midlate
K1W9_KEE_FS10-13_Gap0.12_Fav0.00_fast_midlate,KEE,9,328,110208,103314.9,-6893.1,-6.25,88,26.83,1174.03,-3.05,-14.01,232,96,6/15,0.12,0.0,10-13,fast,midlate
K1W8_OP_FS10-12_Gap0.18_Fav0.00_fast_late,OP,8,188,39480,30653.4,-8826.6,-22.36,49,26.06,625.58,-30.88,-14.01,93,95,2/14,0.18,0.0,10-12,fast,late
K1W8_MTH_FS9-11_Gap0.18_Fav0.40_all_all,MTH,8,385,80850,74399.0,-6451.0,-7.98,171,44.42,435.08,-5.44,-14.02,271,114,6/15,0.18,0.4,9-11,all,all
K1W7_CD+KEE_FS9-11_Gap0.18_Fav0.00_all_all,CD+KEE,7,964,115680,96349.1,-19330.9,-16.71,251,26.04,383.86,-18.71,-14.02,554,410,2/15,0.18,0.0,9-11,all,all
K1W8_OP_FS10-12_Gap0.18_Fav0.35_wet_all,OP,8,118,24780,23923.3,-856.7,-3.46,36,30.51,664.54,13.7,-14.03,45,73,6/14,0.18,0.35,10-12,wet,all
K1W8_OP_FS10-13_Gap0.18_Fav0.35_wet_all,OP,8,118,24780,23923.3,-856.7,-3.46,36,30.51,664.54,13.7,-14.03,45,73,6/14,0.18,0.35,10-13,wet,all
K1W8_CD+KEE_FS10-12_Gap0.15_Fav0.00_wet_midlate,CD+KEE,8,140,29400,25880.43,-3519.57,-11.97,35,25.0,739.44,-9.39,-14.03,62,78,5/14,0.15,0.0,10-12,wet,midlate
K1W7_CD_FS10-11_Gap0.18_Fav0.00_fast_all,CD,7,307,36840,29307.7,-7532.3,-20.45,70,22.8,418.68,-25.82,-14.03,167,140,5/15,0.18,0.0,10-11,fast,all
K1W7_CD_FS10-11_Gap0.12_Fav0.00_fast_all,CD,7,548,65760,56874.6,-8885.4,-13.51,126,22.99,451.39,-13.15,-14.04,323,225,5/15,0.12,0.0,10-11,fast,all
K1W8_GP_FS9-11_Gap0.10_Fav0.40_all_all,GP,8,1208,253680,204349.0,-49331.0,-19.45,470,38.91,434.79,-22.6,-14.04,763,445,1/14,0.1,0.4,9-11,all,all
K1W9_MTH_FS10-13_Gap0.15_Fav0.00_all_midlate,MTH,9,297,99792,82911.0,-16881.0,-16.92,125,42.09,663.29,-17.96,-14.05,218,79,4/15,0.15,0.0,10-13,all,midlate
K1W8_DMR_FS9-11_Gap0.15_Fav0.00_all_midlate,DMR,8,459,96390,84789.4,-11600.6,-12.04,147,32.03,576.8,-10.7,-14.06,277,182,5/14,0.15,0.0,9-11,all,midlate
K1W9_SA_FS10-12_Gap0.15_Fav0.35_fast_midlate,SA,9,402,135072,119182.2,-15889.8,-11.76,165,41.04,722.32,-10.84,-14.07,287,115,5/15,0.15,0.35,10-12,fast,midlate
K1W9_SA_FS10-13_Gap0.15_Fav0.35_fast_midlate,SA,9,411,138096,119593.6,-18502.4,-13.4,167,40.63,716.13,-13.14,-14.07,296,115,4/15,0.15,0.35,10-13,fast,midlate
K1W7_AQU_FS10-11_Gap0.18_Fav0.35_fast_all,AQU,7,191,22920,18653.95,-4266.05,-18.61,48,25.13,388.62,-20.23,-14.07,141,50,5/15,0.18,0.35,10-11,fast,all
K1W7_CD+KEE_FS10-12_Gap0.12_Fav0.35_fast_late,CD+KEE,7,387,46440,39794.5,-6645.5,-14.31,80,20.67,497.43,-14.43,-14.08,252,135,4/15,0.12,0.35,10-12,fast,late
K1W9_GP_FS10-12_Gap0.12_Fav0.35_fast_all,GP,9,1251,420336,328193.3,-92142.7,-21.92,448,35.81,732.57,-26.52,-14.09,788,463,3/14,0.12,0.35,10-12,fast,all
K1W9_SA_FS9-11_Gap0.12_Fav0.00_fast_all,SA,9,1290,433440,334926.2,-98513.8,-22.73,505,39.15,663.22,-26.67,-14.09,886,404,3/15,0.12,0.0,9-11,fast,all
K1W8_OP_FS10-13_Gap0.10_Fav0.00_all_late,OP,8,498,104580,84796.0,-19784.0,-18.92,113,22.69,750.41,-25.16,-14.1,217,281,4/14,0.1,0.0,10-13,all,late
K1W9_GP_FS10-12_Gap0.12_Fav0.35_all_all,GP,9,1371,460656,361999.9,-98656.1,-21.42,485,35.38,746.39,-25.45,-14.1,884,487,2/14,0.12,0.35,10-12,all,all
K1W8_CD+KEE_FS9-11_Gap0.20_Fav0.35_wet_midlate,CD+KEE,8,95,19950,14751.28,-5198.72,-26.06,25,26.32,590.05,-39.92,-14.1,44,51,2/15,0.2,0.35,9-11,wet,midlate
K1W8_MTH_FS9-11_Gap0.12_Fav0.00_all_late,MTH,8,485,101850,89392.9,-12457.1,-12.23,184,37.94,485.83,-11.48,-14.11,346,139,5/15,0.12,0.0,9-11,all,late
K1W7_BEL_FS12-20_Gap0.18_Fav0.00_fast_all,BEL,7,89,10680,20069.2,9389.2,87.91,20,22.47,1003.46,113.78,-14.12,71,18,7/13,0.18,0.0,12-20,fast,all
K1W7_BEL_FS12-20_Gap0.15_Fav0.00_fast_midlate,BEL,7,97,11640,19635.2,7995.2,68.69,20,20.62,981.76,87.55,-14.12,79,18,7/13,0.15,0.0,12-20,fast,midlate
K1W9_KEE_FS9-11_Gap0.12_Fav0.35_fast_late,KEE,9,95,31920,20855.1,-11064.9,-34.66,32,33.68,651.72,-47.77,-14.12,58,37,5/15,0.12,0.35,9-11,fast,late
K1W7_CD_FS9-11_Gap0.10_Fav0.35_fast_all,CD,7,634,76080,66500.59,-9579.41,-12.59,169,26.66,393.49,-11.55,-14.13,378,256,4/15,0.1,0.35,9-11,fast,all
K1W9_KEE_FS10-11_Gap0.12_Fav0.00_all_late,KEE,9,159,53424,46199.8,-7224.2,-13.52,47,29.56,982.97,-13.17,-14.13,101,58,3/15,0.12,0.0,10-11,all,late
K1W7_AQU_FS10-11_Gap0.10_Fav0.35_fast_midlate,AQU,7,195,23400,18237.7,-5162.3,-22.06,48,24.62,379.95,-25.26,-14.13,139,56,3/15,0.1,0.35,10-11,fast,midlate
K1W9_KEE_FS9-11_Gap0.20_Fav0.00_fast_all,KEE,9,214,71904,56350.8,-15553.2,-21.63,89,41.59,633.16,-26.66,-14.14,128,86,4/15,0.2,0.0,9-11,fast,all
K1W7_GP_FS10-11_Gap0.20_Fav0.35_all_all,GP,7,717,86040,57804.8,-28235.2,-32.82,159,22.18,363.55,-42.04,-14.14,480,237,2/14,0.2,0.35,10-11,all,all
K1W7_DMR_FS9-11_Gap0.15_Fav0.35_fast_midlate,DMR,7,321,38520,39508.5,988.5,2.57,92,28.66,429.44,14.71,-14.16,186,135,5/14,0.15,0.35,9-11,fast,midlate
K1W7_DMR_FS9-11_Gap0.15_Fav0.35_all_midlate,DMR,7,323,38760,39508.5,748.5,1.93,92,28.48,429.44,13.49,-14.16,188,135,5/14,0.15,0.35,9-11,all,midlate
K1W9_AQU_FS9-11_Gap0.20_Fav0.35_wet_midlate,AQU,9,91,30576,27520.55,-3055.45,-9.99,41,45.05,671.23,-7.26,-14.16,55,36,5/14,0.2,0.35,9-11,wet,midlate
K1W9_CD_FS9-11_Gap0.15_Fav0.35_fast_midlate,CD,9,457,153552,134859.29,-18692.71,-12.17,197,43.11,684.56,-10.94,-14.16,282,175,4/15,0.15,0.35,9-11,fast,midlate
K1W7_CD+KEE_FS10-11_Gap0.10_Fav0.40_fast_late,CD+KEE,7,132,15840,12481.4,-3358.6,-21.2,33,25.0,378.22,-25.78,-14.16,80,52,5/15,0.1,0.4,10-11,fast,late
K1W7_CD+KEE_FS10-11_Gap0.12_Fav0.40_fast_late,CD+KEE,7,131,15720,12274.6,-3445.4,-21.92,32,24.43,383.58,-27.03,-14.16,79,52,5/15,0.12,0.4,10-11,fast,late
K1W9_GP_FS10-12_Gap0.12_Fav0.35_wet_all,GP,9,120,40320,33806.6,-6513.4,-16.15,37,30.83,913.69,-16.65,-14.17,96,24,4/13,0.12,0.35,10-12,wet,all
K1W9_GP_FS10-13_Gap0.12_Fav0.35_wet_all,GP,9,126,42336,34195.5,-8140.5,-19.23,38,30.16,899.88,-20.42,-14.17,102,24,4/13,0.12,0.35,10-13,wet,all
K1W9_GP_FS10-11_Gap0.12_Fav0.00_all_all,GP,9,1551,521136,411954.7,-109181.3,-20.95,535,34.49,770.01,-24.85,-14.17,985,566,3/14,0.12,0.0,10-11,all,all
K1W8_GP_FS9-11_Gap0.20_Fav0.35_fast_all,GP,8,1318,276780,215584.5,-61195.5,-22.11,484,36.72,445.42,-26.82,-14.17,827,491,2/14,0.2,0.35,9-11,fast,all
K1W8_GP_FS10-12_Gap0.18_Fav0.00_fast_all,GP,8,1118,234780,180093.9,-54686.1,-23.29,329,29.43,547.4,-28.45,-14.17,714,404,1/14,0.18,0.0,10-12,fast,all
K1W8_GP_FS10-13_Gap0.10_Fav0.35_all_all,GP,8,1427,299670,224226.3,-75443.7,-25.18,414,29.01,541.61,-31.13,-14.17,926,501,0/14,0.1,0.35,10-13,all,all
K1W9_SA_FS10-12_Gap0.12_Fav0.35_all_midlate,SA,9,441,148176,130797.9,-17378.1,-11.73,181,41.04,722.64,-10.67,-14.18,308,133,5/15,0.12,0.35,10-12,all,midlate
K1W9_SA_FS10-13_Gap0.12_Fav0.35_all_midlate,SA,9,450,151200,131209.3,-19990.7,-13.22,183,40.67,716.99,-12.82,-14.18,317,133,4/15,0.12,0.35,10-13,all,midlate
K1W7_BAQ_FS9-11_Gap0.10_Fav0.00_fast_all,BAQ,7,119,14280,12255.4,-2024.6,-14.18,32,26.89,382.98,-100.0,-14.18,0,119,1/4,0.1,0.0,9-11,fast,all
K1W8_MTH_FS9-11_Gap0.12_Fav0.00_all_midlate,MTH,8,631,132510,113398.2,-19111.8,-14.42,235,37.24,482.55,-14.52,-14.18,455,176,4/15,0.12,0.0,9-11,all,midlate
K1W9_CD_FS9-11_Gap0.12_Fav0.40_all_all,CD,9,391,131376,99744.06,-31631.94,-24.08,181,46.29,551.07,-31.61,-14.18,222,169,2/15,0.12,0.4,9-11,all,all
K1W9_CD_FS9-11_Gap0.10_Fav0.40_all_all,CD,9,392,131712,99950.86,-31761.14,-24.11,182,46.43,549.18,-31.64,-14.18,223,169,2/15,0.1,0.4,9-11,all,all
