Strategy,K,Track,FS,Gap,FavMin,Cond,Card,Races,Hits,ROI%,HitRate%,AvgPay,TrainROI%,TestROI%,LOOCV_PosYrs,LOOCV_PosRatio,LOOCV_MedianROI,LOOCV_MeanROI
K1W8_MTH_FS11-14_Gap0.05_Fav0.00_fast_all,8,MTH,11-14,0.05,0.0,fast,all,433,115,-22.67,26.56,611.47,-23.87,-18.1,3/15,0.2,-25.09,-25.3
K1W8_KEE_FS11-14_Gap0.22_Fav0.00_all_late,8,KEE,11-14,0.22,0.0,all,late,68,13,-22.7,19.12,849.06,-14.79,-36.33,3/15,0.2,-100.0,-39.2
K1W8_KEE_FS11-14_Gap0.22_Fav0.30_all_late,8,KEE,11-14,0.22,0.3,all,late,68,13,-22.7,19.12,849.06,-14.79,-36.33,3/15,0.2,-100.0,-39.2
K1W7_SA_FS10-12_Gap0.05_Fav0.00_all_midlate,7,SA,10-12,0.05,0.0,all,midlate,1348,247,-22.72,18.32,506.12,-27.45,-10.36,3/15,0.2,-33.88,-25.4
K1W7_SA_FS10-14_Gap0.10_Fav0.00_all_all,7,SA,10-14,0.1,0.0,all,all,1119,220,-22.79,19.66,471.27,-24.89,-17.29,3/15,0.2,-30.46,-22.5
K1W8_KEE_FS11-12_Gap0.05_Fav0.35_all_midlate,8,KEE,11-12,0.05,0.35,all,midlate,140,29,-22.88,20.71,781.79,-15.7,-32.47,3/15,0.2,-50.33,-30.7
K1W8_KEE_FS11-12_Gap0.10_Fav0.35_all_midlate,8,KEE,11-12,0.1,0.35,all,midlate,140,29,-22.88,20.71,781.79,-15.7,-32.47,3/15,0.2,-50.33,-30.7
K1W7_SA_FS10-14_Gap0.05_Fav0.00_fast_midlate,7,SA,10-14,0.05,0.0,fast,midlate,1330,240,-22.89,18.05,512.81,-30.15,-3.02,3/15,0.2,-28.35,-24.0
K1W7_SA_FS10-12_Gap0.15_Fav0.35_all_all,7,SA,10-12,0.15,0.35,all,all,526,127,-22.94,24.14,383.02,-17.48,-36.0,3/15,0.2,-27.92,-29.5
K1W7_KEE_FS11-13_Gap0.10_Fav0.00_all_midlate,7,KEE,11-13,0.1,0.0,all,midlate,353,49,-22.94,13.88,666.16,-23.04,-22.76,3/15,0.2,-26.81,-30.1
K1W7_SA_FS10-14_Gap0.10_Fav0.30_fast_all,7,SA,10-14,0.1,0.3,fast,all,847,179,-22.96,21.13,437.46,-26.21,-14.84,3/15,0.2,-27.69,-21.0
K1W7_SA_FS10-13_Gap0.05_Fav0.00_fast_midlate,7,SA,10-13,0.05,0.0,fast,midlate,1308,239,-22.98,18.27,505.79,-28.83,-7.1,3/15,0.2,-28.35,-25.2
K1W8_MTH_FS11-14_Gap0.05_Fav0.00_fast_midlate,8,MTH,11-14,0.05,0.0,fast,midlate,307,80,-23.01,26.06,620.44,-25.96,-12.25,3/15,0.2,-51.1,-28.8
K1W7_SA_FS10-13_Gap0.10_Fav0.00_fast_all,7,SA,10-13,0.1,0.0,fast,all,1034,205,-23.05,19.83,465.73,-24.44,-19.35,3/15,0.2,-28.29,-23.0
K1W7_SA_FS10-12_Gap0.10_Fav0.30_fast_all,7,SA,10-12,0.1,0.3,fast,all,820,176,-23.06,21.46,430.14,-23.75,-21.4,3/15,0.2,-26.02,-23.2
K1W7_KEE_FS10-13_Gap0.05_Fav0.35_all_all,7,KEE,10-13,0.05,0.35,all,all,344,69,-23.06,20.06,460.3,-36.83,-7.23,3/15,0.2,-22.47,-23.0
K1W7_SA_FS10-14_Gap0.15_Fav0.30_all_midlate,7,SA,10-14,0.15,0.3,all,midlate,573,127,-23.15,22.16,416.05,-19.51,-32.09,3/15,0.2,-39.1,-25.3
K1W7_SA_FS10-13_Gap0.15_Fav0.00_fast_midlate,7,SA,10-13,0.15,0.0,fast,midlate,551,123,-23.15,22.32,413.14,-19.05,-33.8,3/15,0.2,-33.2,-28.6
K1W8_SA_FS11-13_Gap0.10_Fav0.00_fast_all,8,SA,11-13,0.1,0.0,fast,all,501,117,-23.19,23.35,690.74,-24.37,-20.0,3/15,0.2,-29.73,-20.7
K1W7_SA_FS10-13_Gap0.15_Fav0.30_fast_all,7,SA,10-13,0.15,0.3,fast,all,651,145,-23.23,22.27,413.61,-22.65,-24.7,3/15,0.2,-29.43,-26.1
K1W7_AQU_FS10-11_Gap0.05_Fav0.35_fast_midlate,7,AQU,10-11,0.05,0.35,fast,midlate,198,48,-23.24,24.24,379.95,-26.32,-15.63,3/15,0.2,-35.25,-26.5
K1W7_SA_FS10-13_Gap0.05_Fav0.00_all_midlate,7,SA,10-13,0.05,0.0,all,midlate,1385,252,-23.26,18.19,506.14,-27.87,-10.83,3/15,0.2,-31.76,-26.1
K1W7_AQU_FS10-11_Gap0.25_Fav0.40_fast_all,7,AQU,10-11,0.25,0.4,fast,all,99,30,-23.4,30.3,303.32,-22.63,-26.47,3/15,0.2,-38.59,-25.0
K1W7_SA_FS10-12_Gap0.15_Fav0.30_fast_midlate,7,SA,10-12,0.15,0.3,fast,midlate,524,118,-23.45,22.52,407.94,-16.72,-39.91,3/15,0.2,-43.03,-29.2
K1W7_KEE_FS10-13_Gap0.05_Fav0.00_fast_late,7,KEE,10-13,0.05,0.0,fast,late,419,54,-23.47,12.89,712.56,-8.82,-56.79,3/15,0.2,-22.73,-31.5
K1W7_SA_FS10-11_Gap0.15_Fav0.00_fast_midlate,7,SA,10-11,0.15,0.0,fast,midlate,438,100,-23.51,22.83,402.05,-19.4,-33.35,3/15,0.2,-38.6,-26.4
K1W7_KEE_FS10-14_Gap0.20_Fav0.35_all_all,7,KEE,10-14,0.2,0.35,all,all,277,54,-23.56,19.49,470.53,-33.88,-10.05,3/15,0.2,-20.62,-23.8
K1W7_KEE_FS10-14_Gap0.05_Fav0.00_fast_late,7,KEE,10-14,0.05,0.0,fast,late,437,57,-23.64,13.04,702.5,-8.04,-58.18,3/15,0.2,-27.41,-31.2
K1W7_AQU_FS10-11_Gap0.05_Fav0.30_all_midlate,7,AQU,10-11,0.05,0.3,all,midlate,425,92,-23.64,21.65,423.32,-22.36,-26.47,3/15,0.2,-32.7,-30.1
K1W7_SA_FS10-14_Gap0.10_Fav0.30_all_all,7,SA,10-14,0.1,0.3,all,all,909,191,-23.69,21.01,435.8,-25.84,-18.5,3/15,0.2,-31.44,-22.9
K1W7_SA_FS10-13_Gap0.15_Fav0.35_all_all,7,SA,10-13,0.15,0.35,all,all,536,129,-23.73,24.07,380.27,-18.74,-36.0,3/15,0.2,-30.75,-30.1
K1W7_SA_FS10-13_Gap0.10_Fav0.00_all_all,7,SA,10-13,0.1,0.0,all,all,1109,219,-23.74,19.75,463.43,-24.14,-22.69,3/15,0.2,-30.46,-24.4
K1W8_MTH_FS11-12_Gap0.10_Fav0.30_fast_all,8,MTH,11-12,0.1,0.3,fast,all,241,79,-23.74,32.78,488.54,-25.81,-14.71,3/15,0.2,-36.73,-21.1
K1W8_KEE_FS11-14_Gap0.20_Fav0.35_fast_late,8,KEE,11-14,0.2,0.35,fast,late,63,12,-23.76,19.05,840.53,-18.69,-34.67,3/15,0.2,-71.16,-29.0
K1W7_SA_FS10-12_Gap0.10_Fav0.30_all_all,7,SA,10-12,0.1,0.3,all,all,882,188,-23.81,21.32,428.92,-23.52,-24.51,3/15,0.2,-31.44,-24.6
K1W8_MTH_FS11-13_Gap0.05_Fav0.00_fast_all,8,MTH,11-13,0.05,0.0,fast,all,428,114,-23.81,26.64,600.68,-23.42,-25.36,3/15,0.2,-42.71,-27.4
K1W7_SA_FS10-12_Gap0.05_Fav0.30_fast_midlate,7,SA,10-12,0.05,0.3,fast,midlate,726,155,-23.91,21.35,427.69,-20.92,-31.14,3/15,0.2,-34.15,-28.0
K1W7_SA_FS10-14_Gap0.10_Fav0.30_fast_late,7,SA,10-14,0.1,0.3,fast,late,482,101,-23.96,20.95,435.48,-29.07,-12.53,3/15,0.2,-30.98,-24.5
K1W7_SA_FS10-13_Gap0.10_Fav0.30_fast_midlate,7,SA,10-13,0.1,0.3,fast,midlate,696,148,-23.97,21.26,429.04,-20.85,-31.73,3/15,0.2,-32.16,-28.9
K1W7_SA_FS10-13_Gap0.15_Fav0.00_all_midlate,7,SA,10-13,0.15,0.0,all,midlate,580,129,-23.97,22.24,410.2,-18.91,-36.71,3/15,0.2,-37.75,-29.7
K1W7_SA_FS10-12_Gap0.15_Fav0.30_all_midlate,7,SA,10-12,0.15,0.3,all,midlate,552,124,-24.16,22.46,405.14,-16.45,-42.39,3/15,0.2,-34.82,-29.7
K1W7_SA_FS10-14_Gap0.15_Fav0.35_all_all,7,SA,10-14,0.15,0.35,all,all,539,129,-24.16,23.93,380.27,-19.17,-36.41,3/15,0.2,-30.75,-30.3
K1W8_KEE_FS11-13_Gap0.05_Fav0.35_all_midlate,8,KEE,11-13,0.05,0.35,all,midlate,143,29,-24.5,20.28,781.79,-17.75,-33.57,3/15,0.2,-50.33,-31.2
K1W8_KEE_FS11-13_Gap0.10_Fav0.35_all_midlate,8,KEE,11-13,0.1,0.35,all,midlate,143,29,-24.5,20.28,781.79,-17.75,-33.57,3/15,0.2,-50.33,-31.2
K1W7_SA_FS10-12_Gap0.15_Fav0.35_fast_all,7,SA,10-12,0.15,0.35,fast,all,493,117,-24.57,23.73,381.39,-20.02,-35.94,3/15,0.2,-27.92,-30.4
K1W7_SA_FS10-13_Gap0.10_Fav0.30_fast_all,7,SA,10-13,0.1,0.3,fast,all,841,178,-24.58,21.17,427.62,-25.72,-21.73,3/15,0.2,-26.43,-24.3
K1W8_SA_FS11-14_Gap0.10_Fav0.00_all_all,8,SA,11-14,0.1,0.0,all,all,546,124,-24.65,22.71,696.75,-26.22,-20.51,3/15,0.2,-17.84,-21.5
K1W8_MTH_FS11-13_Gap0.10_Fav0.30_fast_all,8,MTH,11-13,0.1,0.3,fast,all,244,79,-24.68,32.38,488.54,-25.81,-20.04,3/15,0.2,-36.73,-24.2
K1W7_KEE_FS10-12_Gap0.20_Fav0.35_all_all,7,KEE,10-12,0.2,0.35,all,all,269,53,-24.72,19.7,458.51,-38.19,-6.95,3/15,0.2,-20.62,-27.3
K1W7_KEE_FS10-13_Gap0.20_Fav0.35_all_all,7,KEE,10-13,0.2,0.35,all,all,269,53,-24.72,19.7,458.51,-38.19,-6.95,3/15,0.2,-20.62,-27.3
K1W7_SA_FS10-14_Gap0.05_Fav0.30_all_late,7,SA,10-14,0.05,0.3,all,late,541,113,-24.76,20.89,432.27,-27.68,-18.32,3/15,0.2,-33.8,-25.1
K1W7_KEE_FS10-14_Gap0.15_Fav0.30_fast_midlate,7,KEE,10-14,0.15,0.3,fast,midlate,239,41,-24.77,17.15,526.24,-34.78,-1.08,3/15,0.2,-44.76,-29.6
K1W7_SA_FS10-11_Gap0.15_Fav0.00_all_midlate,7,SA,10-11,0.15,0.0,all,midlate,463,104,-24.82,22.46,401.62,-19.58,-36.8,3/15,0.2,-35.11,-28.0
K1W8_KEE_FS11-14_Gap0.05_Fav0.35_fast_midlate,8,KEE,11-14,0.05,0.35,fast,midlate,116,22,-24.85,18.97,832.09,-9.64,-52.68,3/15,0.2,-50.33,-27.7
K1W8_KEE_FS11-14_Gap0.10_Fav0.35_fast_midlate,8,KEE,11-14,0.1,0.35,fast,midlate,116,22,-24.85,18.97,832.09,-9.64,-52.68,3/15,0.2,-50.33,-27.7
K1W8_KEE_FS11-14_Gap0.15_Fav0.35_fast_midlate,8,KEE,11-14,0.15,0.35,fast,midlate,116,22,-24.85,18.97,832.09,-9.64,-52.68,3/15,0.2,-50.33,-27.7
K1W7_SA_FS10-14_Gap0.10_Fav0.30_all_late,7,SA,10-14,0.1,0.3,all,late,511,107,-24.87,20.94,430.53,-28.97,-15.97,3/15,0.2,-33.8,-26.2
K1W7_SA_FS10-11_Gap0.15_Fav0.35_fast_midlate,7,SA,10-11,0.15,0.35,fast,midlate,333,81,-24.95,24.32,370.24,-17.78,-41.42,3/15,0.2,-40.61,-28.6
K1W8_MTH_FS11-14_Gap0.10_Fav0.30_fast_all,8,MTH,11-14,0.1,0.3,fast,all,245,79,-24.99,32.24,488.54,-25.81,-21.67,3/15,0.2,-39.11,-24.7
K1W7_SA_FS10-14_Gap0.05_Fav0.30_fast_late,7,SA,10-14,0.05,0.3,fast,late,511,106,-25.02,20.74,433.76,-29.36,-15.23,3/15,0.2,-30.98,-24.7
K1W8_SA_FS11-13_Gap0.10_Fav0.00_all_all,8,SA,11-13,0.1,0.0,all,all,536,123,-25.19,22.95,684.61,-24.7,-26.48,3/15,0.2,-32.38,-23.1
K1W7_SA_FS10-14_Gap0.05_Fav0.00_fast_late,7,SA,10-14,0.05,0.0,fast,late,923,165,-25.2,17.88,502.12,-32.28,-8.34,3/15,0.2,-25.92,-27.4
K1W7_SA_FS10-13_Gap0.10_Fav0.30_all_all,7,SA,10-13,0.1,0.3,all,all,903,190,-25.21,21.04,426.57,-25.38,-24.79,3/15,0.2,-31.44,-25.7
K1W7_SA_FS10-13_Gap0.15_Fav0.30_fast_midlate,7,SA,10-13,0.15,0.3,fast,midlate,541,120,-25.22,22.18,404.57,-19.48,-39.91,3/15,0.2,-43.03,-30.5
K1W7_AQU_FS10-14_Gap0.22_Fav0.00_fast_midlate,7,AQU,10-14,0.22,0.0,fast,midlate,150,39,-25.26,26.0,344.96,-14.79,-48.93,3/15,0.2,-53.73,-38.6
K1W7_AQU_FS10-14_Gap0.22_Fav0.30_fast_midlate,7,AQU,10-14,0.22,0.3,fast,midlate,150,39,-25.26,26.0,344.96,-14.79,-48.93,3/15,0.2,-53.73,-38.6
K1W7_AQU_FS10-14_Gap0.22_Fav0.35_fast_midlate,7,AQU,10-14,0.22,0.35,fast,midlate,150,39,-25.26,26.0,344.96,-14.79,-48.93,3/15,0.2,-53.73,-38.6
K1W7_SA_FS10-12_Gap0.05_Fav0.30_all_all,7,SA,10-12,0.05,0.3,all,all,949,200,-25.31,21.07,425.29,-25.67,-24.43,3/15,0.2,-31.18,-25.2
K1W7_AQU_FS10-11_Gap0.10_Fav0.30_all_all,7,AQU,10-11,0.1,0.3,all,all,481,106,-25.32,22.04,406.65,-26.51,-22.55,3/15,0.2,-19.62,-23.8
K1W7_SA_FS10-12_Gap0.10_Fav0.30_fast_late,7,SA,10-12,0.1,0.3,fast,late,462,98,-25.36,21.21,422.27,-26.1,-23.76,3/15,0.2,-28.34,-28.7
K1W7_KEE_FS10-14_Gap0.15_Fav0.30_all_midlate,7,KEE,10-14,0.15,0.3,all,midlate,300,54,-25.38,18.0,497.48,-35.58,-8.49,3/15,0.2,-44.76,-31.7
K1W7_SA_FS10-13_Gap0.15_Fav0.35_fast_all,7,SA,10-13,0.15,0.35,fast,all,503,119,-25.39,23.66,378.44,-21.28,-35.94,3/15,0.2,-30.75,-30.9
K1W8_KEE_FS11-12_Gap0.20_Fav0.35_all_late,8,KEE,11-12,0.2,0.35,all,late,75,15,-25.53,20.0,781.93,-23.03,-29.27,3/15,0.2,-63.17,-45.1
K1W8_KEE_FS11-13_Gap0.20_Fav0.35_all_late,8,KEE,11-13,0.2,0.35,all,late,75,15,-25.53,20.0,781.93,-23.03,-29.27,3/15,0.2,-63.17,-45.1
K1W8_KEE_FS11-13_Gap0.05_Fav0.35_fast_midlate,8,KEE,11-13,0.05,0.35,fast,midlate,110,21,-25.55,19.09,818.99,-13.2,-48.95,3/15,0.2,-50.33,-32.3
K1W8_KEE_FS11-13_Gap0.10_Fav0.35_fast_midlate,8,KEE,11-13,0.1,0.35,fast,midlate,110,21,-25.55,19.09,818.99,-13.2,-48.95,3/15,0.2,-50.33,-32.3
K1W8_KEE_FS11-13_Gap0.15_Fav0.35_fast_midlate,8,KEE,11-13,0.15,0.35,fast,midlate,110,21,-25.55,19.09,818.99,-13.2,-48.95,3/15,0.2,-50.33,-32.3
K1W7_KEE_FS11-12_Gap0.10_Fav0.00_fast_midlate,7,KEE,11-12,0.1,0.0,fast,midlate,261,33,-25.64,12.64,705.74,-23.04,-31.98,3/15,0.2,-35.49,-30.6
K1W7_AQU_FS10-13_Gap0.05_Fav0.30_all_all,7,AQU,10-13,0.05,0.3,all,all,655,133,-25.71,20.31,439.06,-29.08,-17.63,3/15,0.2,-22.57,-23.8
K1W7_KEE_FS10-12_Gap0.15_Fav0.30_all_midlate,7,KEE,10-12,0.15,0.3,all,midlate,284,51,-25.76,17.96,496.07,-39.1,-3.02,3/15,0.2,-39.5,-31.7
K1W7_SA_FS10-13_Gap0.15_Fav0.30_all_midlate,7,SA,10-13,0.15,0.3,all,midlate,569,126,-25.82,22.14,401.97,-19.11,-42.39,3/15,0.2,-39.1,-31.2
K1W7_SA_FS10-14_Gap0.15_Fav0.35_fast_all,7,SA,10-14,0.15,0.35,fast,all,506,119,-25.83,23.52,378.44,-21.71,-36.39,3/15,0.2,-30.75,-31.2
K1W7_KEE_FS10-12_Gap0.15_Fav0.30_fast_midlate,7,KEE,10-12,0.15,0.3,fast,midlate,225,38,-25.88,16.89,526.62,-39.06,7.28,3/15,0.2,-39.5,-28.9
K1W7_AQU_FS11-12_Gap0.20_Fav0.00_fast_all,7,AQU,11-12,0.2,0.0,fast,all,79,13,-25.88,16.46,540.48,-60.72,49.37,3/15,0.2,-90.12,1.4
K1W7_AQU_FS11-12_Gap0.20_Fav0.30_fast_all,7,AQU,11-12,0.2,0.3,fast,all,79,13,-25.88,16.46,540.48,-60.72,49.37,3/15,0.2,-90.12,1.4
K1W7_SA_FS10-12_Gap0.05_Fav0.30_all_late,7,SA,10-12,0.05,0.3,all,late,520,110,-25.89,21.15,420.41,-24.76,-28.27,3/15,0.2,-33.54,-28.4
K1W7_AQU_FS10-12_Gap0.10_Fav0.00_fast_all,7,AQU,10-12,0.1,0.0,fast,all,532,102,-25.99,19.17,463.23,-22.48,-34.3,3/15,0.2,-28.34,-21.6
K1W7_KEE_FS11-12_Gap0.05_Fav0.35_fast_late,7,KEE,11-12,0.05,0.35,fast,late,66,10,-26.05,15.15,585.65,-39.68,-0.58,3/15,0.2,-100.0,-35.5
K1W7_KEE_FS11-12_Gap0.10_Fav0.35_fast_late,7,KEE,11-12,0.1,0.35,fast,late,66,10,-26.05,15.15,585.65,-39.68,-0.58,3/15,0.2,-100.0,-35.5
K1W7_KEE_FS11-12_Gap0.15_Fav0.35_fast_late,7,KEE,11-12,0.15,0.35,fast,late,66,10,-26.05,15.15,585.65,-39.68,-0.58,3/15,0.2,-100.0,-35.5
K1W7_KEE_FS11-14_Gap0.15_Fav0.35_all_late,7,KEE,11-14,0.15,0.35,all,late,97,14,-26.11,14.43,614.34,-18.86,-35.22,3/15,0.2,-46.29,-28.4
K1W7_SA_FS10-12_Gap0.10_Fav0.30_all_late,7,SA,10-12,0.1,0.3,all,late,491,104,-26.23,21.18,417.94,-26.15,-26.39,3/15,0.2,-32.26,-29.7
K1W7_SA_FS10-12_Gap0.05_Fav0.30_fast_late,7,SA,10-12,0.05,0.3,fast,late,490,103,-26.23,21.02,421.13,-26.38,-25.91,3/15,0.2,-28.95,-28.9
K1W7_AQU_FS10-14_Gap0.10_Fav0.00_all_midlate,7,AQU,10-14,0.1,0.0,all,midlate,594,114,-26.25,19.19,461.14,-26.88,-24.97,3/15,0.2,-26.22,-25.0
K1W7_AQU_FS10-14_Gap0.10_Fav0.00_fast_all,7,AQU,10-14,0.1,0.0,fast,all,546,104,-26.36,19.05,463.95,-23.9,-32.02,3/15,0.2,-34.08,-21.8
K1W7_AQU_FS10-11_Gap0.15_Fav0.40_all_midlate,7,AQU,10-11,0.15,0.4,all,midlate,147,38,-26.44,25.85,341.46,-18.27,-45.56,3/15,0.2,-33.42,-32.2
K1W7_SA_FS10-11_Gap0.15_Fav0.30_fast_midlate,7,SA,10-11,0.15,0.3,fast,midlate,431,97,-26.65,22.51,391.11,-20.75,-40.61,3/15,0.2,-38.6,-29.1
K1W8_KEE_FS10-12_Gap0.05_Fav0.35_all_midlate,8,KEE,10-12,0.05,0.35,all,midlate,206,48,-26.67,23.3,660.86,-33.48,-16.59,3/15,0.2,-43.03,-28.8
K1W8_KEE_FS10-12_Gap0.10_Fav0.35_all_midlate,8,KEE,10-12,0.1,0.35,all,midlate,206,48,-26.67,23.3,660.86,-33.48,-16.59,3/15,0.2,-43.03,-28.8
K1W7_AQU_FS10-13_Gap0.10_Fav0.00_fast_all,7,AQU,10-13,0.1,0.0,fast,all,537,102,-26.68,18.99,463.23,-23.1,-35.12,3/15,0.2,-31.33,-22.1
K1W7_KEE_FS10-13_Gap0.15_Fav0.30_all_midlate,7,KEE,10-13,0.15,0.3,all,midlate,288,51,-26.8,17.71,496.07,-40.11,-3.94,3/15,0.2,-44.76,-32.5
K1W7_KEE_FS11-14_Gap0.10_Fav0.00_fast_midlate,7,KEE,11-14,0.1,0.0,fast,midlate,283,36,-26.81,12.72,690.38,-21.91,-38.05,3/15,0.2,-38.4,-30.6
K1W7_SA_FS10-13_Gap0.10_Fav0.30_fast_late,7,SA,10-13,0.1,0.3,fast,late,476,100,-26.83,21.01,417.94,-28.2,-23.76,3/15,0.2,-30.98,-29.7
K1W7_KEE_FS11-14_Gap0.05_Fav0.35_all_late,7,KEE,11-14,0.05,0.35,all,late,98,14,-26.86,14.29,614.34,-20.34,-35.22,3/15,0.2,-46.29,-28.4
K1W7_KEE_FS11-14_Gap0.10_Fav0.35_all_late,7,KEE,11-14,0.1,0.35,all,late,98,14,-26.86,14.29,614.34,-20.34,-35.22,3/15,0.2,-46.29,-28.4
K1W7_SA_FS10-11_Gap0.15_Fav0.35_fast_all,7,SA,10-11,0.15,0.35,fast,all,406,98,-26.87,24.14,363.55,-23.44,-34.77,3/15,0.2,-28.14,-30.0
K1W7_AQU_FS10-11_Gap0.05_Fav0.30_all_all,7,AQU,10-11,0.05,0.3,all,all,525,114,-26.93,21.71,403.82,-27.12,-26.47,3/15,0.2,-25.1,-27.1
K1W7_AQU_FS10-11_Gap0.05_Fav0.40_all_midlate,7,AQU,10-11,0.05,0.4,all,midlate,148,38,-26.94,25.68,341.46,-19.06,-45.56,3/15,0.2,-33.42,-32.5
K1W7_AQU_FS10-11_Gap0.10_Fav0.40_all_midlate,7,AQU,10-11,0.1,0.4,all,midlate,148,38,-26.94,25.68,341.46,-19.06,-45.56,3/15,0.2,-33.42,-32.5
K1W7_AQU_FS10-12_Gap0.15_Fav0.40_all_midlate,7,AQU,10-12,0.15,0.4,all,midlate,173,41,-27.09,23.7,369.17,-17.59,-51.12,3/15,0.2,-40.81,-35.4
K1W7_KEE_FS10-13_Gap0.15_Fav0.30_fast_midlate,7,KEE,10-13,0.15,0.3,fast,midlate,229,38,-27.18,16.59,526.62,-40.18,5.63,3/15,0.2,-44.76,-30.1
K1W8_KEE_FS11-14_Gap0.20_Fav0.00_fast_late,8,KEE,11-14,0.2,0.0,fast,late,66,12,-27.23,18.18,840.53,-22.3,-37.78,3/15,0.2,-73.69,-29.8
K1W8_KEE_FS11-14_Gap0.20_Fav0.30_fast_late,8,KEE,11-14,0.2,0.3,fast,late,66,12,-27.23,18.18,840.53,-22.3,-37.78,3/15,0.2,-73.69,-29.8
K1W7_SA_FS10-13_Gap0.05_Fav0.30_all_late,7,SA,10-13,0.05,0.3,all,late,535,112,-27.33,20.93,416.58,-26.9,-28.27,3/15,0.2,-33.8,-29.7
K1W7_MTH_FS11-12_Gap0.10_Fav0.30_all_midlate,7,MTH,11-12,0.1,0.3,all,midlate,171,45,-27.42,26.32,330.96,-23.81,-41.46,3/15,0.2,-54.91,-43.6
K1W7_AQU_FS10-12_Gap0.05_Fav0.40_all_midlate,7,AQU,10-12,0.05,0.4,all,midlate,174,41,-27.51,23.56,369.17,-18.25,-51.12,3/15,0.2,-40.81,-35.6
K1W7_AQU_FS10-12_Gap0.10_Fav0.40_all_midlate,7,AQU,10-12,0.1,0.4,all,midlate,174,41,-27.51,23.56,369.17,-18.25,-51.12,3/15,0.2,-40.81,-35.6
K1W7_KEE_FS11-13_Gap0.10_Fav0.00_fast_midlate,7,KEE,11-13,0.1,0.0,fast,midlate,268,33,-27.58,12.31,705.74,-25.06,-33.72,3/15,0.2,-37.05,-32.1
K1W7_SA_FS10-13_Gap0.10_Fav0.30_all_late,7,SA,10-13,0.1,0.3,all,late,505,106,-27.6,20.99,413.93,-28.15,-26.39,3/15,0.2,-33.34,-30.8
K1W7_SA_FS10-11_Gap0.15_Fav0.30_all_midlate,7,SA,10-11,0.15,0.3,all,midlate,455,101,-27.65,22.2,391.11,-20.63,-43.46,3/15,0.2,-37.24,-30.3
K1W8_KEE_FS10-12_Gap0.15_Fav0.35_all_midlate,8,KEE,10-12,0.15,0.35,all,midlate,198,45,-27.66,22.73,668.45,-32.78,-19.94,3/15,0.2,-43.03,-27.9
K1W7_AQU_FS11-13_Gap0.20_Fav0.00_fast_all,7,AQU,11-13,0.2,0.0,fast,all,81,13,-27.71,16.05,540.48,-60.72,38.3,3/15,0.2,-90.12,-0.3
K1W7_AQU_FS11-13_Gap0.20_Fav0.30_fast_all,7,AQU,11-13,0.2,0.3,fast,all,81,13,-27.71,16.05,540.48,-60.72,38.3,3/15,0.2,-90.12,-0.3
K1W8_KEE_FS10-13_Gap0.05_Fav0.35_all_midlate,8,KEE,10-13,0.05,0.35,all,midlate,209,48,-27.72,22.97,660.86,-34.54,-17.58,3/15,0.2,-43.03,-29.2
K1W8_KEE_FS10-13_Gap0.10_Fav0.35_all_midlate,8,KEE,10-13,0.1,0.35,all,midlate,209,48,-27.72,22.97,660.86,-34.54,-17.58,3/15,0.2,-43.03,-29.2
K1W7_SA_FS10-13_Gap0.05_Fav0.30_fast_late,7,SA,10-13,0.05,0.3,fast,late,505,105,-27.74,20.79,417.03,-28.55,-25.91,3/15,0.2,-30.98,-29.8
K1W7_AQU_FS10-13_Gap0.15_Fav0.40_all_midlate,7,AQU,10-13,0.15,0.4,all,midlate,175,41,-27.92,23.43,369.17,-18.25,-52.1,3/15,0.2,-40.81,-35.8
K1W8_KEE_FS10-14_Gap0.05_Fav0.35_all_midlate,8,KEE,10-14,0.05,0.35,all,midlate,217,49,-27.96,22.58,669.97,-32.49,-21.33,3/15,0.2,-44.23,-29.6
K1W8_KEE_FS10-14_Gap0.10_Fav0.35_all_midlate,8,KEE,10-14,0.1,0.35,all,midlate,217,49,-27.96,22.58,669.97,-32.49,-21.33,3/15,0.2,-44.23,-29.6
K1W7_AQU_FS10-12_Gap0.05_Fav0.30_fast_all,7,AQU,10-12,0.05,0.3,fast,all,483,94,-27.97,19.46,444.12,-31.05,-20.28,3/15,0.2,-17.78,-24.9
K1W8_KEE_FS11-14_Gap0.15_Fav0.35_all_midlate,8,KEE,11-14,0.15,0.35,all,midlate,149,29,-28.02,19.46,776.61,-14.45,-46.04,3/15,0.2,-50.33,-30.1
K1W7_AQU_FS11-14_Gap0.20_Fav0.00_fast_all,7,AQU,11-14,0.2,0.0,fast,all,83,14,-28.06,16.87,511.78,-61.44,37.49,3/15,0.2,-90.12,-16.9
K1W7_AQU_FS11-14_Gap0.20_Fav0.30_fast_all,7,AQU,11-14,0.2,0.3,fast,all,83,14,-28.06,16.87,511.78,-61.44,37.49,3/15,0.2,-90.12,-16.9
K1W7_AQU_FS10-14_Gap0.15_Fav0.40_all_midlate,7,AQU,10-14,0.15,0.4,all,midlate,177,42,-28.08,23.73,363.69,-18.9,-50.77,3/15,0.2,-40.81,-35.7
K1W7_KEE_FS10-14_Gap0.15_Fav0.00_fast_midlate,7,KEE,10-14,0.15,0.0,fast,midlate,256,42,-28.11,16.41,525.85,-36.06,-9.95,3/15,0.2,-41.46,-34.6
K1W7_KEE_FS11-12_Gap0.15_Fav0.35_all_late,7,KEE,11-12,0.15,0.35,all,late,87,13,-28.22,14.94,576.42,-27.94,-28.57,3/15,0.2,-37.73,-37.3
