Strategy,FS,Gap,FavMin,Cond,Card,Races,Hits,ROI%,HitRate%,AvgPay,TrainROI%,TestROI%,TrainRaces,TestRaces,PosYears
K1W7_BEL_FS11-14_Gap0.14_Fav0.37_fast_midlate,11-14,0.14,0.37,fast,midlate,99,30,95.31,30.3,773.45,72.0,236.86,85,14,8/13
K1W7_BEL_FS11-12_Gap0.25_Fav0.40_fast_midlate,11-12,0.25,0.4,fast,midlate,55,18,95.15,32.73,715.56,42.2,527.57,49,6,6/12
K1W7_BEL_FS11-14_Gap0.18_Fav0.35_all_midlate,11-14,0.18,0.35,all,midlate,142,43,94.71,30.28,771.58,76.22,185.6,118,24,10/13
K1W7_BEL_FS11-12_Gap0.20_Fav0.37_all_midlate,11-12,0.2,0.37,all,midlate,106,34,94.33,32.08,727.01,74.75,204.45,90,16,9/13
K1W7_BEL_FS11-13_Gap0.18_Fav0.37_fast_all,11-13,0.18,0.37,fast,all,110,36,94.04,32.73,711.47,79.62,167.74,92,18,8/13
K1W7_BEL_FS11-13_Gap0.20_Fav0.35_all_midlate,11-13,0.2,0.35,all,midlate,124,38,93.96,30.65,759.49,80.1,170.54,105,19,10/13
K1W7_BEL_FS11-13_Gap0.15_Fav0.35_fast_midlate,11-13,0.15,0.35,fast,midlate,119,34,93.94,28.57,814.55,79.14,176.95,101,18,9/13
K1W7_BEL_FS11-14_Gap0.15_Fav0.40_all_midlate,11-14,0.15,0.4,all,midlate,83,26,93.45,31.33,741.08,61.25,328.52,73,10,9/13
K1W7_BEL_FS11-14_Gap0.18_Fav0.40_all_midlate,11-14,0.18,0.4,all,midlate,83,26,93.45,31.33,741.08,61.25,328.52,73,10,9/13
K1W7_BEL_FS11-14_Gap0.05_Fav0.37_fast_midlate,11-14,0.05,0.37,fast,midlate,100,30,93.36,30.0,773.45,72.0,214.4,85,15,8/13
K1W7_BEL_FS11-14_Gap0.08_Fav0.37_fast_midlate,11-14,0.08,0.37,fast,midlate,100,30,93.36,30.0,773.45,72.0,214.4,85,15,8/13
K1W7_BEL_FS11-12_Gap0.18_Fav0.33_fast_midlate,11-12,0.18,0.33,fast,midlate,121,36,93.2,29.75,779.22,73.08,194.8,101,20,9/13
K1W7_BEL_FS11-13_Gap0.22_Fav0.37_all_midlate,11-13,0.22,0.37,all,midlate,101,30,93.1,29.7,780.12,70.91,230.96,87,14,9/13
K1W7_BEL_FS11-13_Gap0.20_Fav0.33_fast_all,11-13,0.2,0.33,fast,all,125,40,93.0,32.0,723.73,81.28,144.93,102,23,8/13
K1W7_BEL_FS11-14_Gap0.18_Fav0.35_fast_all,11-14,0.18,0.35,fast,all,132,42,92.9,31.82,727.51,85.22,131.3,110,22,9/13
K1W7_BEL_FS11-12_Gap0.20_Fav0.35_fast_all,11-12,0.2,0.35,fast,all,112,37,92.51,33.04,699.27,81.05,148.56,93,19,9/13
K1W7_BEL_FS11-14_Gap0.15_Fav0.35_fast_midlate,11-14,0.15,0.35,fast,midlate,120,34,92.32,28.33,814.55,77.39,176.95,102,18,9/13
K1W7_BEL_FS11-14_Gap0.18_Fav0.37_fast_all,11-14,0.18,0.37,fast,all,111,36,92.29,32.43,711.47,77.69,167.74,93,18,8/13
K1W7_BEL_FS11-14_Gap0.05_Fav0.40_all_midlate,11-14,0.05,0.4,all,midlate,84,27,91.9,32.14,716.43,59.93,328.52,74,10,9/13
K1W7_BEL_FS11-14_Gap0.08_Fav0.40_all_midlate,11-14,0.08,0.4,all,midlate,84,27,91.9,32.14,716.43,59.93,328.52,74,10,9/13
K1W7_BEL_FS11-14_Gap0.10_Fav0.40_all_midlate,11-14,0.1,0.4,all,midlate,84,27,91.9,32.14,716.43,59.93,328.52,74,10,9/13
K1W7_BEL_FS11-14_Gap0.12_Fav0.40_all_midlate,11-14,0.12,0.4,all,midlate,84,27,91.9,32.14,716.43,59.93,328.52,74,10,9/13
K1W7_BEL_FS11-14_Gap0.14_Fav0.40_all_midlate,11-14,0.14,0.4,all,midlate,84,27,91.9,32.14,716.43,59.93,328.52,74,10,9/13
K1W7_BEL_FS11-14_Gap0.22_Fav0.35_fast_late,11-14,0.22,0.35,fast,late,55,19,91.81,34.55,666.3,44.35,370.68,47,8,8/13
K1W7_BEL_FS11-14_Gap0.20_Fav0.33_fast_all,11-14,0.2,0.33,fast,all,126,40,91.46,31.75,723.73,79.52,144.93,103,23,8/13
K1W7_BEL_FS11-12_Gap0.22_Fav0.35_all_midlate,11-12,0.22,0.35,all,midlate,102,30,91.21,29.41,780.12,68.97,230.96,88,14,9/13
K1W7_BEL_FS11-12_Gap0.18_Fav0.35_all_midlate,11-12,0.18,0.35,all,midlate,136,42,91.14,30.88,742.73,69.39,198.02,113,23,10/13
K1W7_BEL_FS11-14_Gap0.20_Fav0.35_all_midlate,11-14,0.2,0.35,all,midlate,126,38,90.88,30.16,759.49,76.73,170.54,107,19,10/13
K1W7_BEL_FS11-13_Gap0.25_Fav0.00_fast_midlate,11-13,0.25,0.0,fast,midlate,65,20,90.73,30.77,743.86,54.15,318.38,56,9,8/13
K1W7_BEL_FS11-13_Gap0.25_Fav0.30_fast_midlate,11-13,0.25,0.3,fast,midlate,65,20,90.73,30.77,743.86,54.15,318.38,56,9,8/13
K1W7_BEL_FS11-13_Gap0.25_Fav0.33_fast_midlate,11-13,0.25,0.33,fast,midlate,65,20,90.73,30.77,743.86,54.15,318.38,56,9,8/13
K1W7_BEL_FS11-13_Gap0.25_Fav0.35_fast_midlate,11-13,0.25,0.35,fast,midlate,65,20,90.73,30.77,743.86,54.15,318.38,56,9,8/13
K1W7_BEL_FS11-13_Gap0.25_Fav0.37_fast_midlate,11-13,0.25,0.37,fast,midlate,65,20,90.73,30.77,743.86,54.15,318.38,56,9,8/13
K1W7_BEL_FS11-13_Gap0.22_Fav0.00_all_midlate,11-13,0.22,0.0,all,midlate,111,31,90.59,27.93,818.94,73.92,189.59,95,16,9/13
K1W7_BEL_FS11-13_Gap0.22_Fav0.30_all_midlate,11-13,0.22,0.3,all,midlate,111,31,90.59,27.93,818.94,73.92,189.59,95,16,9/13
K1W7_BEL_FS11-13_Gap0.22_Fav0.33_all_midlate,11-13,0.22,0.33,all,midlate,111,31,90.59,27.93,818.94,73.92,189.59,95,16,9/13
K1W7_BEL_FS11-12_Gap0.18_Fav0.37_all_midlate,11-12,0.18,0.37,all,midlate,110,35,90.59,31.82,718.78,69.11,208.06,93,17,9/13
K1W7_BEL_FS11-13_Gap0.20_Fav0.00_fast_all,11-13,0.2,0.0,fast,all,127,40,89.96,31.5,723.73,77.8,144.93,104,23,8/13
K1W7_BEL_FS11-13_Gap0.20_Fav0.30_fast_all,11-13,0.2,0.3,fast,all,127,40,89.96,31.5,723.73,77.8,144.93,104,23,8/13
K1W7_BEL_FS11-13_Gap0.10_Fav0.35_fast_midlate,11-13,0.1,0.35,fast,midlate,122,35,89.69,28.69,793.43,74.58,176.95,104,18,9/13
K1W7_BEL_FS11-13_Gap0.12_Fav0.35_fast_midlate,11-13,0.12,0.35,fast,midlate,122,35,89.69,28.69,793.43,74.58,176.95,104,18,9/13
K1W7_BEL_FS11-13_Gap0.14_Fav0.35_fast_midlate,11-13,0.14,0.35,fast,midlate,122,35,89.69,28.69,793.43,74.58,176.95,104,18,9/13
K1W7_BEL_FS11-14_Gap0.22_Fav0.37_all_midlate,11-14,0.22,0.37,all,midlate,103,30,89.35,29.13,780.12,67.07,230.96,89,14,9/13
K1W7_BEL_FS11-13_Gap0.20_Fav0.33_all_midlate,11-13,0.2,0.33,all,midlate,132,40,89.1,30.3,748.85,71.91,175.05,110,22,10/13
K1W7_BEL_FS11-13_Gap0.20_Fav0.37_all_midlate,11-13,0.2,0.37,all,midlate,109,34,88.98,31.19,727.01,70.95,186.54,92,17,9/13
K1W7_BEL_FS11-12_Gap0.18_Fav0.35_fast_all,11-12,0.18,0.35,fast,all,126,41,88.97,32.54,696.88,78.3,142.31,105,21,9/13
K1W7_BEL_FS11-12_Gap0.15_Fav0.37_fast_all,11-12,0.15,0.37,fast,all,113,36,88.89,31.86,711.47,72.13,183.49,96,17,9/13
K1W7_BEL_FS11-14_Gap0.20_Fav0.00_fast_all,11-14,0.2,0.0,fast,all,128,40,88.47,31.25,723.73,76.1,144.93,105,23,8/13
K1W7_BEL_FS11-14_Gap0.20_Fav0.30_fast_all,11-14,0.2,0.3,fast,all,128,40,88.47,31.25,723.73,76.1,144.93,105,23,8/13
K1W7_BEL_FS11-13_Gap0.22_Fav0.00_fast_late,11-13,0.22,0.0,fast,late,56,19,88.39,33.93,666.3,44.35,318.38,47,9,8/13
K1W7_BEL_FS11-13_Gap0.22_Fav0.30_fast_late,11-13,0.22,0.3,fast,late,56,19,88.39,33.93,666.3,44.35,318.38,47,9,8/13
K1W7_BEL_FS11-13_Gap0.22_Fav0.33_fast_late,11-13,0.22,0.33,fast,late,56,19,88.39,33.93,666.3,44.35,318.38,47,9,8/13
K1W7_BEL_FS11-13_Gap0.05_Fav0.35_fast_midlate,11-13,0.05,0.35,fast,midlate,123,35,88.14,28.46,793.43,74.58,162.38,104,19,9/13
K1W7_BEL_FS11-13_Gap0.08_Fav0.35_fast_midlate,11-13,0.08,0.35,fast,midlate,123,35,88.14,28.46,793.43,74.58,162.38,104,19,9/13
K1W7_BEL_FS11-14_Gap0.10_Fav0.35_fast_midlate,11-14,0.1,0.35,fast,midlate,123,35,88.14,28.46,793.43,72.92,176.95,105,18,9/13
K1W7_BEL_FS11-14_Gap0.12_Fav0.35_fast_midlate,11-14,0.12,0.35,fast,midlate,123,35,88.14,28.46,793.43,72.92,176.95,105,18,9/13
K1W7_BEL_FS11-14_Gap0.14_Fav0.35_fast_midlate,11-14,0.14,0.35,fast,midlate,123,35,88.14,28.46,793.43,72.92,176.95,105,18,9/13
K1W7_BEL_FS11-12_Gap0.22_Fav0.40_all_all,11-12,0.22,0.4,all,all,93,31,87.97,33.33,676.7,63.68,237.48,80,13,8/13
K1W7_BEL_FS11-14_Gap0.25_Fav0.00_fast_midlate,11-14,0.25,0.0,fast,midlate,66,20,87.84,30.3,743.86,51.44,318.38,57,9,8/13
K1W7_BEL_FS11-14_Gap0.25_Fav0.30_fast_midlate,11-14,0.25,0.3,fast,midlate,66,20,87.84,30.3,743.86,51.44,318.38,57,9,8/13
K1W7_BEL_FS11-14_Gap0.25_Fav0.33_fast_midlate,11-14,0.25,0.33,fast,midlate,66,20,87.84,30.3,743.86,51.44,318.38,57,9,8/13
K1W7_BEL_FS11-14_Gap0.25_Fav0.35_fast_midlate,11-14,0.25,0.35,fast,midlate,66,20,87.84,30.3,743.86,51.44,318.38,57,9,8/13
K1W7_BEL_FS11-14_Gap0.25_Fav0.37_fast_midlate,11-14,0.25,0.37,fast,midlate,66,20,87.84,30.3,743.86,51.44,318.38,57,9,8/13
K1W7_BEL_FS11-13_Gap0.20_Fav0.00_all_midlate,11-13,0.2,0.0,all,midlate,133,40,87.68,30.08,748.85,70.36,175.05,111,22,10/13
K1W7_BEL_FS11-13_Gap0.20_Fav0.30_all_midlate,11-13,0.2,0.3,all,midlate,133,40,87.68,30.08,748.85,70.36,175.05,111,22,10/13
K1W7_BEL_FS11-12_Gap0.20_Fav0.40_all_all,11-12,0.2,0.4,all,all,94,32,87.37,34.04,660.49,63.68,222.78,80,14,8/13
K1W7_BEL_FS11-12_Gap0.20_Fav0.33_fast_all,11-12,0.2,0.33,fast,all,120,39,87.26,32.5,691.43,71.82,156.07,98,22,9/13
K1W7_BEL_FS11-14_Gap0.22_Fav0.00_all_midlate,11-14,0.22,0.0,all,midlate,113,31,87.22,27.43,818.94,70.33,189.59,97,16,9/13
K1W7_BEL_FS11-14_Gap0.22_Fav0.30_all_midlate,11-14,0.22,0.3,all,midlate,113,31,87.22,27.43,818.94,70.33,189.59,97,16,9/13
K1W7_BEL_FS11-14_Gap0.22_Fav0.33_all_midlate,11-14,0.22,0.33,all,midlate,113,31,87.22,27.43,818.94,70.33,189.59,97,16,9/13
K1W7_BEL_FS11-13_Gap0.18_Fav0.35_fast_late,11-13,0.18,0.35,fast,late,73,27,87.12,36.99,607.11,50.37,256.78,60,13,7/13
K1W7_BEL_FS11-13_Gap0.18_Fav0.00_fast_midlate,11-13,0.18,0.0,fast,midlate,134,37,86.79,27.61,811.77,73.94,145.67,110,24,9/13
K1W7_BEL_FS11-13_Gap0.18_Fav0.30_fast_midlate,11-13,0.18,0.3,fast,midlate,134,37,86.79,27.61,811.77,73.94,145.67,110,24,9/13
K1W7_BEL_FS11-12_Gap0.20_Fav0.35_all_midlate,11-12,0.2,0.35,all,midlate,120,37,86.65,30.83,726.41,69.19,185.57,102,18,10/13
K1W7_BEL_FS11-14_Gap0.05_Fav0.35_fast_midlate,11-14,0.05,0.35,fast,midlate,124,35,86.63,28.23,793.43,72.92,162.38,105,19,9/13
K1W7_BEL_FS11-14_Gap0.08_Fav0.35_fast_midlate,11-14,0.08,0.35,fast,midlate,124,35,86.63,28.23,793.43,72.92,162.38,105,19,9/13
K1W7_BEL_FS11-13_Gap0.18_Fav0.33_all_midlate,11-13,0.18,0.33,all,midlate,161,47,86.61,29.19,767.11,65.41,183.14,132,29,9/13
K1W7_BEL_FS11-12_Gap0.15_Fav0.35_fast_midlate,11-12,0.15,0.35,fast,midlate,115,33,86.31,28.7,779.12,67.76,193.25,98,17,9/13
K1W7_BEL_FS11-14_Gap0.20_Fav0.33_all_midlate,11-14,0.2,0.33,all,midlate,134,40,86.28,29.85,748.85,68.84,175.05,112,22,10/13
K1W7_BEL_FS11-14_Gap0.20_Fav0.37_all_midlate,11-14,0.2,0.37,all,midlate,111,34,85.57,30.63,727.01,67.31,186.54,94,17,9/13
K1W7_BEL_FS11-13_Gap0.18_Fav0.37_all_midlate,11-13,0.18,0.37,all,midlate,113,35,85.53,30.97,718.78,65.55,190.94,95,18,9/13
K1W7_BEL_FS11-12_Gap0.15_Fav0.40_all_all,11-12,0.15,0.4,all,all,95,32,85.4,33.68,660.49,61.66,222.78,81,14,8/13
K1W7_BEL_FS11-12_Gap0.18_Fav0.40_all_all,11-12,0.18,0.4,all,all,95,32,85.4,33.68,660.49,61.66,222.78,81,14,8/13
K1W7_BEL_FS11-14_Gap0.22_Fav0.00_fast_late,11-14,0.22,0.0,fast,late,57,19,85.08,33.33,666.3,41.34,318.38,48,9,8/13
K1W7_BEL_FS11-14_Gap0.22_Fav0.30_fast_late,11-14,0.22,0.3,fast,late,57,19,85.08,33.33,666.3,41.34,318.38,48,9,8/13
K1W7_BEL_FS11-14_Gap0.22_Fav0.33_fast_late,11-14,0.22,0.33,fast,late,57,19,85.08,33.33,666.3,41.34,318.38,48,9,8/13
K1W7_BEL_FS11-13_Gap0.25_Fav0.40_fast_midlate,11-13,0.25,0.4,fast,midlate,58,18,85.06,31.03,715.56,36.63,437.92,51,7,6/12
K1W7_BEL_FS11-14_Gap0.20_Fav0.00_all_midlate,11-14,0.2,0.0,all,midlate,135,40,84.9,29.63,748.85,67.35,175.05,113,22,10/13
K1W7_BEL_FS11-14_Gap0.20_Fav0.30_all_midlate,11-14,0.2,0.3,all,midlate,135,40,84.9,29.63,748.85,67.35,175.05,113,22,10/13
K1W7_BEL_FS11-14_Gap0.18_Fav0.35_fast_late,11-14,0.18,0.35,fast,late,74,27,84.6,36.49,607.11,47.9,256.78,61,13,7/13
K1W7_BEL_FS11-12_Gap0.10_Fav0.37_fast_all,11-12,0.1,0.37,fast,all,116,37,84.54,31.9,694.28,67.55,183.49,99,17,9/13
K1W7_BEL_FS11-12_Gap0.12_Fav0.37_fast_all,11-12,0.12,0.37,fast,all,116,37,84.54,31.9,694.28,67.55,183.49,99,17,9/13
K1W7_BEL_FS11-12_Gap0.14_Fav0.37_fast_all,11-12,0.14,0.37,fast,all,116,37,84.54,31.9,694.28,67.55,183.49,99,17,9/13
K1W7_BEL_FS11-12_Gap0.20_Fav0.00_fast_all,11-12,0.2,0.0,fast,all,122,39,84.19,31.97,691.43,68.38,156.07,100,22,9/13
K1W7_BEL_FS11-12_Gap0.20_Fav0.30_fast_all,11-12,0.2,0.3,fast,all,122,39,84.19,31.97,691.43,68.38,156.07,100,22,9/13
K1W7_BEL_FS11-13_Gap0.18_Fav0.35_all_all,11-13,0.18,0.35,all,all,169,54,84.12,31.95,691.46,72.86,136.28,139,30,10/13
K1W7_BEL_FS11-12_Gap0.05_Fav0.40_all_all,11-12,0.05,0.4,all,all,96,33,84.12,34.38,642.76,60.45,222.78,82,14,8/13
K1W7_BEL_FS11-12_Gap0.08_Fav0.40_all_all,11-12,0.08,0.4,all,all,96,33,84.12,34.38,642.76,60.45,222.78,82,14,8/13
K1W7_BEL_FS11-12_Gap0.10_Fav0.40_all_all,11-12,0.1,0.4,all,all,96,33,84.12,34.38,642.76,60.45,222.78,82,14,8/13
K1W7_BEL_FS11-12_Gap0.12_Fav0.40_all_all,11-12,0.12,0.4,all,all,96,33,84.12,34.38,642.76,60.45,222.78,82,14,8/13
K1W7_BEL_FS11-12_Gap0.14_Fav0.40_all_all,11-12,0.14,0.4,all,all,96,33,84.12,34.38,642.76,60.45,222.78,82,14,8/13
K1W7_BEL_FS11-14_Gap0.18_Fav0.30_fast_midlate,11-14,0.18,0.3,fast,midlate,136,37,84.04,27.21,811.77,70.84,145.67,112,24,9/13
K1W7_BEL_FS11-13_Gap0.15_Fav0.37_fast_all,11-13,0.15,0.37,fast,all,116,36,84.0,31.03,711.47,68.62,167.74,98,18,8/13
K1W7_BEL_FS11-12_Gap0.15_Fav0.37_all_midlate,11-12,0.15,0.37,all,midlate,114,35,83.9,30.7,718.78,62.14,208.06,97,17,9/13
K1W7_BEL_FS11-12_Gap0.20_Fav0.33_all_midlate,11-12,0.2,0.33,all,midlate,127,39,83.53,30.71,717.19,62.81,188.15,106,21,10/13
K1W7_BEL_FS11-14_Gap0.18_Fav0.33_all_midlate,11-14,0.18,0.33,all,midlate,164,47,83.2,28.66,767.11,61.73,183.14,135,29,9/13
K1W7_BEL_FS11-13_Gap0.18_Fav0.33_fast_all,11-13,0.18,0.33,fast,all,150,45,82.76,30.0,731.03,72.7,130.74,124,26,9/13
K1W7_BEL_FS11-14_Gap0.18_Fav0.00_fast_midlate,11-14,0.18,0.0,fast,midlate,137,37,82.7,27.01,811.77,69.32,145.67,113,24,9/13
K1W7_BEL_FS11-14_Gap0.15_Fav0.37_fast_all,11-14,0.15,0.37,fast,all,117,36,82.43,30.77,711.47,66.92,167.74,99,18,8/13
K1W7_BEL_FS11-14_Gap0.18_Fav0.37_all_midlate,11-14,0.18,0.37,all,midlate,115,35,82.3,30.43,718.78,62.14,190.94,97,18,9/13
K1W7_BEL_FS11-12_Gap0.22_Fav0.00_all_midlate,11-12,0.22,0.0,all,midlate,107,30,82.27,28.04,780.12,61.63,208.9,92,15,9/13
K1W7_BEL_FS11-12_Gap0.22_Fav0.30_all_midlate,11-12,0.22,0.3,all,midlate,107,30,82.27,28.04,780.12,61.63,208.9,92,15,9/13
K1W7_BEL_FS11-12_Gap0.22_Fav0.33_all_midlate,11-12,0.22,0.33,all,midlate,107,30,82.27,28.04,780.12,61.63,208.9,92,15,9/13
K1W7_BEL_FS11-13_Gap0.20_Fav0.35_all_all,11-13,0.2,0.35,all,all,151,49,82.24,32.45,673.91,75.75,114.96,126,25,10/13
K1W7_BEL_FS11-12_Gap0.10_Fav0.35_fast_midlate,11-12,0.1,0.35,fast,midlate,118,34,82.11,28.81,758.43,63.4,193.25,101,17,9/13
K1W7_BEL_FS11-12_Gap0.12_Fav0.35_fast_midlate,11-12,0.12,0.35,fast,midlate,118,34,82.11,28.81,758.43,63.4,193.25,101,17,9/13
K1W7_BEL_FS11-12_Gap0.14_Fav0.35_fast_midlate,11-12,0.14,0.35,fast,midlate,118,34,82.11,28.81,758.43,63.4,193.25,101,17,9/13
K1W7_BEL_FS11-12_Gap0.20_Fav0.00_all_midlate,11-12,0.2,0.0,all,midlate,128,39,82.1,30.47,717.19,61.28,188.15,107,21,10/13
K1W7_BEL_FS11-12_Gap0.20_Fav0.30_all_midlate,11-12,0.2,0.3,all,midlate,128,39,82.1,30.47,717.19,61.28,188.15,107,21,10/13
K1W7_BEL_FS11-13_Gap0.22_Fav0.40_all_all,11-13,0.22,0.4,all,all,96,31,82.1,32.29,676.7,59.68,213.38,82,14,8/13
K1W7_BEL_FS11-12_Gap0.18_Fav0.33_all_midlate,11-12,0.18,0.33,all,midlate,156,46,82.0,29.49,740.66,57.66,193.26,128,28,9/13
K1W7_BEL_FS11-14_Gap0.25_Fav0.40_fast_midlate,11-14,0.25,0.4,fast,midlate,59,18,81.92,30.51,715.56,34.0,437.92,52,7,6/12
K1W7_BEL_FS11-13_Gap0.15_Fav0.35_all_midlate,11-13,0.15,0.35,all,midlate,152,43,81.9,28.29,771.58,63.73,174.18,127,25,10/13
K1W7_BEL_FS11-12_Gap0.25_Fav0.00_fast_all,11-12,0.25,0.0,fast,all,76,25,81.89,32.89,663.53,55.54,222.4,64,12,8/13
K1W7_BEL_FS11-12_Gap0.25_Fav0.30_fast_all,11-12,0.25,0.3,fast,all,76,25,81.89,32.89,663.53,55.54,222.4,64,12,8/13
K1W7_BEL_FS11-12_Gap0.25_Fav0.33_fast_all,11-12,0.25,0.33,fast,all,76,25,81.89,32.89,663.53,55.54,222.4,64,12,8/13
K1W7_BEL_FS11-12_Gap0.25_Fav0.35_fast_all,11-12,0.25,0.35,fast,all,76,25,81.89,32.89,663.53,55.54,222.4,64,12,8/13
K1W7_BEL_FS11-12_Gap0.25_Fav0.37_fast_all,11-12,0.25,0.37,fast,all,76,25,81.89,32.89,663.53,55.54,222.4,64,12,8/13
K1W7_BEL_FS11-13_Gap0.20_Fav0.40_all_all,11-13,0.2,0.4,all,all,97,32,81.58,32.99,660.49,59.68,201.26,82,15,8/13
K1W7_BEL_FS11-13_Gap0.22_Fav0.35_all_all,11-13,0.22,0.35,all,all,128,39,81.46,30.47,714.67,71.58,131.77,107,21,8/13
K1W7_BEL_FS11-12_Gap0.18_Fav0.00_fast_midlate,11-12,0.18,0.0,fast,midlate,129,36,81.21,27.91,779.22,64.91,156.35,106,23,9/13
K1W7_BEL_FS11-12_Gap0.18_Fav0.30_fast_midlate,11-12,0.18,0.3,fast,midlate,129,36,81.21,27.91,779.22,64.91,156.35,106,23,9/13
K1W7_BEL_FS11-13_Gap0.18_Fav0.33_fast_late,11-13,0.18,0.33,fast,late,83,29,80.93,34.94,621.4,47.97,230.34,68,15,7/13
K1W7_BEL_FS11-14_Gap0.18_Fav0.35_all_all,11-14,0.18,0.35,all,all,172,54,80.91,31.4,691.46,69.21,136.28,142,30,10/13
K1W7_BEL_FS11-12_Gap0.05_Fav0.35_fast_midlate,11-12,0.05,0.35,fast,midlate,119,34,80.58,28.57,758.43,63.4,176.95,101,18,9/13
K1W7_BEL_FS11-12_Gap0.08_Fav0.35_fast_midlate,11-12,0.08,0.35,fast,midlate,119,34,80.58,28.57,758.43,63.4,176.95,101,18,9/13
K1W7_BEL_FS11-12_Gap0.20_Fav0.37_all_all,11-12,0.2,0.37,all,all,130,43,80.56,33.08,655.07,68.52,143.09,109,21,9/13
K1W7_BEL_FS10-12_Gap0.22_Fav0.40_fast_midlate,10-12,0.22,0.4,fast,midlate,114,40,80.48,35.09,617.23,58.77,213.42,98,16,9/13
K1W7_BEL_FS11-12_Gap0.22_Fav0.37_all_all,11-12,0.22,0.37,all,all,118,37,80.46,31.36,690.62,64.27,170.4,100,18,8/13
K1W7_BEL_FS11-12_Gap0.05_Fav0.37_fast_all,11-12,0.05,0.37,fast,all,119,37,79.89,31.09,694.28,64.23,167.74,101,18,9/13
K1W7_BEL_FS11-12_Gap0.08_Fav0.37_fast_all,11-12,0.08,0.37,fast,all,119,37,79.89,31.09,694.28,64.23,167.74,101,18,9/13
K1W7_BEL_FS11-13_Gap0.10_Fav0.37_fast_all,11-13,0.1,0.37,fast,all,119,37,79.89,31.09,694.28,64.23,167.74,101,18,8/13
K1W7_BEL_FS11-13_Gap0.12_Fav0.37_fast_all,11-13,0.12,0.37,fast,all,119,37,79.89,31.09,694.28,64.23,167.74,101,18,8/13
K1W7_BEL_FS11-13_Gap0.14_Fav0.37_fast_all,11-13,0.14,0.37,fast,all,119,37,79.89,31.09,694.28,64.23,167.74,101,18,8/13
K1W7_BEL_FS11-14_Gap0.20_Fav0.35_all_all,11-14,0.2,0.35,all,all,153,49,79.86,32.03,673.91,73.0,114.96,128,25,10/13
K1W7_BEL_FS11-12_Gap0.14_Fav0.37_all_midlate,11-12,0.14,0.37,all,midlate,117,36,79.72,30.77,700.91,57.9,208.06,100,17,9/13
K1W7_BEL_FS11-13_Gap0.15_Fav0.40_all_all,11-13,0.15,0.4,all,all,98,32,79.72,32.65,660.49,57.76,201.26,83,15,8/13
K1W7_BEL_FS11-13_Gap0.18_Fav0.40_all_all,11-13,0.18,0.4,all,all,98,32,79.72,32.65,660.49,57.76,201.26,83,15,8/13
K1W7_BEL_FS11-14_Gap0.15_Fav0.35_all_midlate,11-14,0.15,0.35,all,midlate,154,43,79.53,27.92,771.58,61.19,174.18,129,25,10/13
K1W7_BEL_FS11-13_Gap0.20_Fav0.33_all_all,11-13,0.2,0.33,all,all,161,52,79.49,32.3,666.89,70.03,124.46,133,28,9/13
K1W7_BEL_FS11-14_Gap0.18_Fav0.33_fast_all,11-14,0.18,0.33,fast,all,153,45,79.18,29.41,731.03,68.62,130.74,127,26,9/13
K1W7_BEL_FS11-13_Gap0.15_Fav0.37_all_midlate,11-13,0.15,0.37,all,midlate,117,35,79.18,29.91,718.78,58.86,190.94,99,18,9/13
K1W7_BEL_FS10-12_Gap0.20_Fav0.40_fast_midlate,10-12,0.2,0.4,fast,midlate,117,42,79.13,35.9,598.8,58.12,202.73,100,17,9/13
K1W7_BEL_FS11-13_Gap0.14_Fav0.35_all_midlate,11-13,0.14,0.35,all,midlate,155,44,78.78,28.39,755.76,60.44,174.18,130,25,10/13
K1W7_BEL_FS11-14_Gap0.18_Fav0.33_fast_late,11-14,0.18,0.33,fast,late,84,29,78.78,34.52,621.4,45.83,230.34,69,15,7/13
K1W7_BEL_FS11-14_Gap0.22_Fav0.35_all_all,11-14,0.22,0.35,all,all,130,39,78.67,30.0,714.67,68.44,131.77,109,21,8/13
K1W7_BEL_FS11-12_Gap0.18_Fav0.35_all_all,11-12,0.18,0.35,all,all,165,53,78.56,32.12,667.08,64.52,144.42,136,29,10/13
K1W7_BEL_FS11-13_Gap0.05_Fav0.40_all_all,11-13,0.05,0.4,all,all,99,33,78.54,33.33,642.76,56.63,201.26,84,15,8/13
K1W7_BEL_FS11-13_Gap0.08_Fav0.40_all_all,11-13,0.08,0.4,all,all,99,33,78.54,33.33,642.76,56.63,201.26,84,15,8/13
K1W7_BEL_FS11-13_Gap0.10_Fav0.40_all_all,11-13,0.1,0.4,all,all,99,33,78.54,33.33,642.76,56.63,201.26,84,15,8/13
K1W7_BEL_FS11-13_Gap0.12_Fav0.40_all_all,11-13,0.12,0.4,all,all,99,33,78.54,33.33,642.76,56.63,201.26,84,15,8/13
K1W7_BEL_FS11-13_Gap0.14_Fav0.40_all_all,11-13,0.14,0.4,all,all,99,33,78.54,33.33,642.76,56.63,201.26,84,15,8/13
K1W7_BEL_FS10-11_Gap0.22_Fav0.37_fast_late,10-11,0.22,0.37,fast,late,55,22,78.51,40.0,535.54,16.44,504.17,48,7,7/13
K1W7_BEL_FS11-14_Gap0.10_Fav0.37_fast_all,11-14,0.1,0.37,fast,all,120,37,78.39,30.83,694.28,62.62,167.74,102,18,8/13
K1W7_BEL_FS11-14_Gap0.12_Fav0.37_fast_all,11-14,0.12,0.37,fast,all,120,37,78.39,30.83,694.28,62.62,167.74,102,18,8/13
