Strategy,FS,Gap,FavMin,Cond,Card,Races,Hits,ROI%,HitRate%,AvgPay,TrainROI%,TestROI%,TrainRaces,TestRaces,PosYears
K1W7_BEL_FS9-12_Gap0.25_Fav0.37_fast_all,9-12,0.25,0.37,fast,all,238,86,14.06,36.13,378.78,7.38,39.79,189,49,5/13
K1W7_BEL_FS10-11_Gap0.15_Fav0.40_fast_all,10-11,0.15,0.4,fast,all,112,40,14.06,35.71,383.24,-20.09,181.21,93,19,6/13
K1W7_BEL_FS9-12_Gap0.15_Fav0.37_all_midlate,9-12,0.15,0.37,all,midlate,361,117,14.03,32.41,422.21,10.9,28.87,298,63,7/13
K1W7_BEL_FS10-14_Gap0.10_Fav0.33_all_midlate,10-14,0.1,0.33,all,midlate,352,90,14.03,25.57,535.17,5.62,51.16,287,65,9/13
K1W7_BEL_FS10-12_Gap0.12_Fav0.35_all_all,10-12,0.12,0.35,all,all,341,97,14.03,28.45,481.05,5.53,54.64,282,59,8/13
K1W7_BEL_FS9-12_Gap0.05_Fav0.37_fast_all,9-12,0.05,0.37,fast,all,406,137,14.02,33.74,405.47,10.02,32.27,333,73,8/13
K1W7_BEL_FS9-12_Gap0.08_Fav0.37_fast_all,9-12,0.08,0.37,fast,all,406,137,14.02,33.74,405.47,10.02,32.27,333,73,8/13
K1W7_BEL_FS9-13_Gap0.25_Fav0.00_fast_all,9-13,0.25,0.0,fast,all,242,87,14.01,35.95,380.56,8.02,37.0,192,50,5/13
K1W7_BEL_FS9-13_Gap0.25_Fav0.30_fast_all,9-13,0.25,0.3,fast,all,242,87,14.01,35.95,380.56,8.02,37.0,192,50,5/13
K1W7_BEL_FS9-13_Gap0.25_Fav0.33_fast_all,9-13,0.25,0.33,fast,all,242,87,14.01,35.95,380.56,8.02,37.0,192,50,5/13
K1W7_BEL_FS9-13_Gap0.25_Fav0.35_fast_all,9-13,0.25,0.35,fast,all,242,87,14.01,35.95,380.56,8.02,37.0,192,50,5/13
K1W7_BEL_FS9-12_Gap0.15_Fav0.37_all_late,9-12,0.15,0.37,all,late,225,76,13.95,33.78,404.83,1.51,71.52,185,40,7/13
K1W7_BEL_FS11-13_Gap0.14_Fav0.30_all_late,11-13,0.14,0.3,all,late,156,34,13.92,21.79,627.23,-16.33,140.98,126,30,5/13
K1W7_BEL_FS10-11_Gap0.18_Fav0.00_fast_midlate,10-11,0.18,0.0,fast,midlate,146,47,13.87,32.19,424.45,-11.71,143.89,122,24,6/13
K1W7_BEL_FS10-11_Gap0.18_Fav0.30_fast_midlate,10-11,0.18,0.3,fast,midlate,146,47,13.87,32.19,424.45,-11.71,143.89,122,24,6/13
K1W7_BEL_FS9-12_Gap0.20_Fav0.33_fast_all,9-12,0.2,0.33,fast,all,377,126,13.81,33.42,408.62,9.41,30.95,300,77,8/13
K1W7_BEL_FS10-11_Gap0.22_Fav0.35_all_midlate,10-11,0.22,0.35,all,midlate,134,42,13.76,31.34,435.52,-14.14,148.37,111,23,6/13
K1W7_BEL_FS10-12_Gap0.12_Fav0.33_fast_late,10-12,0.12,0.33,fast,late,161,44,13.74,27.33,499.42,-8.32,128.26,135,26,8/13
K1W7_BEL_FS9-12_Gap0.18_Fav0.35_all_all,9-12,0.18,0.35,all,all,537,176,13.73,32.77,416.39,11.24,24.47,436,101,8/13
K1W7_BEL_FS9-12_Gap0.18_Fav0.33_all_late,9-12,0.18,0.33,all,late,274,86,13.69,31.39,434.67,-3.03,90.46,225,49,7/13
K1W7_BEL_FS10-11_Gap0.15_Fav0.40_all_midlate,10-11,0.15,0.4,all,midlate,115,38,13.64,33.04,412.69,-18.75,188.19,97,18,5/13
K1W7_BEL_FS11-13_Gap0.12_Fav0.00_all_all,11-13,0.12,0.0,all,all,357,73,13.61,20.45,666.71,3.18,68.49,300,57,7/13
K1W7_BEL_FS10-11_Gap0.05_Fav0.40_fast_all,10-11,0.05,0.4,fast,all,113,41,13.61,36.28,375.73,-20.27,181.21,94,19,6/13
K1W7_BEL_FS10-11_Gap0.08_Fav0.40_fast_all,10-11,0.08,0.4,fast,all,113,41,13.61,36.28,375.73,-20.27,181.21,94,19,6/13
K1W7_BEL_FS10-11_Gap0.10_Fav0.40_fast_all,10-11,0.1,0.4,fast,all,113,41,13.61,36.28,375.73,-20.27,181.21,94,19,6/13
K1W7_BEL_FS10-11_Gap0.12_Fav0.40_fast_all,10-11,0.12,0.4,fast,all,113,41,13.61,36.28,375.73,-20.27,181.21,94,19,6/13
K1W7_BEL_FS10-11_Gap0.14_Fav0.40_fast_all,10-11,0.14,0.4,fast,all,113,41,13.61,36.28,375.73,-20.27,181.21,94,19,6/13
K1W7_BEL_FS11-14_Gap0.05_Fav0.30_all_all,11-14,0.05,0.3,all,all,348,78,13.56,22.41,608.01,4.94,51.1,283,65,6/13
K1W7_BEL_FS9-12_Gap0.18_Fav0.00_all_late,9-12,0.18,0.0,all,late,287,88,13.48,30.66,444.12,-1.54,83.0,236,51,7/13
K1W7_BEL_FS10-14_Gap0.15_Fav0.30_fast_late,10-14,0.15,0.3,fast,late,180,47,13.48,26.11,521.52,-5.28,119.81,153,27,7/13
K1W7_BEL_FS10-11_Gap0.25_Fav0.42_all_all,10-11,0.25,0.42,all,all,113,43,13.48,38.05,357.86,-18.16,170.04,94,19,5/13
K1W7_BEL_FS10-14_Gap0.14_Fav0.30_fast_midlate,10-14,0.14,0.3,fast,midlate,300,73,13.46,24.33,559.55,4.91,58.36,252,48,9/13
K1W7_BEL_FS9-13_Gap0.15_Fav0.37_all_late,9-13,0.15,0.37,all,late,226,76,13.45,33.63,404.83,1.51,67.33,185,41,7/13
K1W7_BEL_FS9-13_Gap0.15_Fav0.35_all_midlate,9-13,0.15,0.35,all,midlate,444,133,13.38,29.95,454.2,8.67,35.12,365,79,8/13
K1W7_BEL_FS10-13_Gap0.05_Fav0.33_all_midlate,10-13,0.05,0.33,all,midlate,354,90,13.38,25.42,535.17,5.25,48.87,288,66,9/13
K1W7_BEL_FS10-13_Gap0.08_Fav0.33_all_midlate,10-13,0.08,0.33,all,midlate,354,90,13.38,25.42,535.17,5.25,48.87,288,66,9/13
K1W7_BEL_FS10-12_Gap0.14_Fav0.33_fast_all,10-12,0.14,0.33,fast,all,303,81,13.35,26.73,508.83,4.14,56.83,250,53,9/13
K1W7_BEL_FS9-12_Gap0.15_Fav0.35_fast_late,9-12,0.15,0.35,fast,late,219,70,13.34,31.96,425.53,-0.09,75.34,180,39,7/13
K1W7_BEL_FS11-12_Gap0.08_Fav0.30_all_all,11-12,0.08,0.3,all,all,332,76,13.32,22.89,594.05,3.74,53.46,268,64,6/13
K1W7_BEL_FS9-12_Gap0.12_Fav0.37_all_late,9-12,0.12,0.37,all,late,229,77,13.32,33.62,404.42,1.0,71.52,189,40,7/13
K1W7_BEL_FS9-12_Gap0.14_Fav0.37_all_late,9-12,0.14,0.37,all,late,229,77,13.32,33.62,404.42,1.0,71.52,189,40,7/13
K1W7_BEL_FS9-12_Gap0.18_Fav0.37_all_all,9-12,0.18,0.37,all,all,461,159,13.2,34.49,393.84,12.19,17.52,374,87,9/13
K1W7_BEL_FS10-11_Gap0.10_Fav0.33_fast_late,10-11,0.1,0.33,fast,late,119,35,13.2,29.41,461.85,-15.12,162.25,100,19,6/13
K1W7_BEL_FS10-11_Gap0.05_Fav0.40_all_midlate,10-11,0.05,0.4,all,midlate,116,39,13.2,33.62,404.04,-18.94,188.19,98,18,5/13
K1W7_BEL_FS10-11_Gap0.08_Fav0.40_all_midlate,10-11,0.08,0.4,all,midlate,116,39,13.2,33.62,404.04,-18.94,188.19,98,18,5/13
K1W7_BEL_FS10-11_Gap0.10_Fav0.40_all_midlate,10-11,0.1,0.4,all,midlate,116,39,13.2,33.62,404.04,-18.94,188.19,98,18,5/13
K1W7_BEL_FS10-11_Gap0.12_Fav0.40_all_midlate,10-11,0.12,0.4,all,midlate,116,39,13.2,33.62,404.04,-18.94,188.19,98,18,5/13
K1W7_BEL_FS10-11_Gap0.14_Fav0.40_all_midlate,10-11,0.14,0.4,all,midlate,116,39,13.2,33.62,404.04,-18.94,188.19,98,18,5/13
K1W7_BEL_FS9-12_Gap0.14_Fav0.37_all_midlate,9-12,0.14,0.37,all,midlate,367,119,13.19,32.43,418.89,9.94,28.87,304,63,7/13
K1W7_BEL_FS11-14_Gap0.14_Fav0.30_all_late,11-14,0.14,0.3,all,late,157,34,13.19,21.66,627.23,-16.99,140.98,127,30,5/13
K1W7_BEL_FS11-14_Gap0.15_Fav0.00_all_late,11-14,0.15,0.0,all,late,157,34,13.19,21.66,627.23,-17.64,149.29,128,29,5/13
K1W7_BEL_FS11-12_Gap0.10_Fav0.30_fast_late,11-12,0.1,0.3,fast,late,128,31,13.19,24.22,560.82,-9.21,115.44,105,23,5/13
K1W7_BEL_FS9-13_Gap0.05_Fav0.37_fast_all,9-13,0.05,0.37,fast,all,409,137,13.18,33.5,405.47,9.36,30.48,335,74,8/13
K1W7_BEL_FS9-13_Gap0.08_Fav0.37_fast_all,9-13,0.08,0.37,fast,all,409,137,13.18,33.5,405.47,9.36,30.48,335,74,8/13
K1W7_BEL_FS9-13_Gap0.25_Fav0.40_all_midlate,9-13,0.25,0.4,all,midlate,213,76,13.18,35.68,380.63,3.08,64.54,178,35,5/13
K1W7_BEL_FS9-13_Gap0.15_Fav0.37_all_midlate,9-13,0.15,0.37,all,midlate,364,117,13.09,32.14,422.21,10.16,26.85,300,64,7/13
K1W7_BEL_FS9-12_Gap0.20_Fav0.00_fast_late,9-12,0.2,0.0,fast,late,177,60,13.08,33.9,400.32,-3.86,84.37,143,34,6/13
K1W7_BEL_FS9-12_Gap0.20_Fav0.30_fast_late,9-12,0.2,0.3,fast,late,177,60,13.08,33.9,400.32,-3.86,84.37,143,34,6/13
K1W7_BEL_FS10-12_Gap0.05_Fav0.45_all_midlate,10-12,0.05,0.45,all,midlate,86,31,13.07,36.05,376.42,-7.19,167.07,76,10,7/13
K1W7_BEL_FS10-12_Gap0.08_Fav0.45_all_midlate,10-12,0.08,0.45,all,midlate,86,31,13.07,36.05,376.42,-7.19,167.07,76,10,7/13
K1W7_BEL_FS10-12_Gap0.10_Fav0.45_all_midlate,10-12,0.1,0.45,all,midlate,86,31,13.07,36.05,376.42,-7.19,167.07,76,10,7/13
K1W7_BEL_FS10-12_Gap0.12_Fav0.45_all_midlate,10-12,0.12,0.45,all,midlate,86,31,13.07,36.05,376.42,-7.19,167.07,76,10,7/13
K1W7_BEL_FS10-12_Gap0.14_Fav0.45_all_midlate,10-12,0.14,0.45,all,midlate,86,31,13.07,36.05,376.42,-7.19,167.07,76,10,7/13
K1W7_BEL_FS10-12_Gap0.15_Fav0.45_all_midlate,10-12,0.15,0.45,all,midlate,86,31,13.07,36.05,376.42,-7.19,167.07,76,10,7/13
K1W7_BEL_FS10-12_Gap0.18_Fav0.45_all_midlate,10-12,0.18,0.45,all,midlate,86,31,13.07,36.05,376.42,-7.19,167.07,76,10,7/13
K1W7_BEL_FS10-12_Gap0.20_Fav0.45_all_midlate,10-12,0.2,0.45,all,midlate,86,31,13.07,36.05,376.42,-7.19,167.07,76,10,7/13
K1W7_BEL_FS10-12_Gap0.22_Fav0.45_all_midlate,10-12,0.22,0.45,all,midlate,86,31,13.07,36.05,376.42,-7.19,167.07,76,10,7/13
K1W7_BEL_FS10-12_Gap0.25_Fav0.45_all_midlate,10-12,0.25,0.45,all,midlate,86,31,13.07,36.05,376.42,-7.19,167.07,76,10,7/13
K1W7_BEL_FS9-13_Gap0.18_Fav0.00_fast_all,9-13,0.18,0.0,fast,all,459,143,13.05,31.15,435.44,10.26,24.98,372,87,9/13
K1W7_BEL_FS9-13_Gap0.18_Fav0.30_fast_all,9-13,0.18,0.3,fast,all,459,143,13.05,31.15,435.44,10.26,24.98,372,87,9/13
K1W7_BEL_FS9-13_Gap0.20_Fav0.35_all_all,9-13,0.2,0.35,all,all,475,158,13.03,33.26,407.77,12.35,15.93,385,90,8/13
K1W7_BEL_FS9-12_Gap0.25_Fav0.42_fast_midlate,9-12,0.25,0.42,fast,midlate,147,52,12.97,35.37,383.24,-8.13,115.95,122,25,6/13
K1W7_BEL_FS9-12_Gap0.20_Fav0.00_fast_all,9-12,0.2,0.0,fast,all,380,126,12.91,33.16,408.62,8.32,30.95,303,77,8/13
K1W7_BEL_FS9-12_Gap0.20_Fav0.30_fast_all,9-12,0.2,0.3,fast,all,380,126,12.91,33.16,408.62,8.32,30.95,303,77,8/13
K1W7_BEL_FS11-12_Gap0.12_Fav0.30_fast_late,11-12,0.12,0.3,fast,late,124,29,12.84,23.39,579.0,-12.26,135.96,103,21,5/13
K1W7_BEL_FS9-13_Gap0.12_Fav0.37_all_late,9-13,0.12,0.37,all,late,230,77,12.83,33.48,404.42,1.0,67.33,189,41,7/13
K1W7_BEL_FS9-13_Gap0.14_Fav0.37_all_late,9-13,0.14,0.37,all,late,230,77,12.83,33.48,404.42,1.0,67.33,189,41,7/13
K1W7_BEL_FS9-12_Gap0.18_Fav0.33_fast_all,9-12,0.18,0.33,fast,all,443,141,12.79,31.83,425.25,8.59,31.0,360,83,9/13
K1W7_BEL_FS9-12_Gap0.14_Fav0.40_all_all,9-12,0.14,0.4,all,all,357,130,12.76,36.41,371.59,10.3,23.6,291,66,8/13
K1W7_BEL_FS9-13_Gap0.14_Fav0.35_fast_all,9-13,0.14,0.35,fast,all,468,150,12.67,32.05,421.82,8.75,31.12,386,82,9/13
K1W7_BEL_FS10-13_Gap0.15_Fav0.00_all_midlate,10-13,0.15,0.0,all,midlate,374,90,12.66,24.06,561.78,2.26,63.98,311,63,9/13
K1W7_BEL_FS9-13_Gap0.15_Fav0.35_fast_all,9-13,0.15,0.35,fast,all,454,145,12.65,31.94,423.27,10.15,24.18,373,81,9/13
K1W7_BEL_FS9-13_Gap0.25_Fav0.37_fast_all,9-13,0.25,0.37,fast,all,241,86,12.64,35.68,378.78,6.26,37.0,191,50,5/13
K1W7_BEL_FS9-13_Gap0.15_Fav0.35_all_late,9-13,0.15,0.35,all,late,284,87,12.6,30.63,441.07,-0.0,68.8,232,52,7/13
K1W7_BEL_FS10-13_Gap0.12_Fav0.33_fast_all,10-13,0.12,0.33,fast,all,324,85,12.58,26.23,514.95,4.7,51.13,269,55,9/13
K1W7_BEL_FS11-14_Gap0.05_Fav0.45_all_all,11-14,0.05,0.45,all,all,58,18,12.58,31.03,435.31,-11.54,128.35,48,10,4/12
K1W7_BEL_FS11-14_Gap0.08_Fav0.45_all_all,11-14,0.08,0.45,all,all,58,18,12.58,31.03,435.31,-11.54,128.35,48,10,4/12
K1W7_BEL_FS11-14_Gap0.10_Fav0.45_all_all,11-14,0.1,0.45,all,all,58,18,12.58,31.03,435.31,-11.54,128.35,48,10,4/12
K1W7_BEL_FS11-14_Gap0.12_Fav0.45_all_all,11-14,0.12,0.45,all,all,58,18,12.58,31.03,435.31,-11.54,128.35,48,10,4/12
K1W7_BEL_FS11-14_Gap0.14_Fav0.45_all_all,11-14,0.14,0.45,all,all,58,18,12.58,31.03,435.31,-11.54,128.35,48,10,4/12
K1W7_BEL_FS11-14_Gap0.15_Fav0.45_all_all,11-14,0.15,0.45,all,all,58,18,12.58,31.03,435.31,-11.54,128.35,48,10,4/12
K1W7_BEL_FS11-14_Gap0.18_Fav0.45_all_all,11-14,0.18,0.45,all,all,58,18,12.58,31.03,435.31,-11.54,128.35,48,10,4/12
K1W7_BEL_FS11-14_Gap0.20_Fav0.45_all_all,11-14,0.2,0.45,all,all,58,18,12.58,31.03,435.31,-11.54,128.35,48,10,4/12
K1W7_BEL_FS11-14_Gap0.22_Fav0.45_all_all,11-14,0.22,0.45,all,all,58,18,12.58,31.03,435.31,-11.54,128.35,48,10,4/12
K1W7_BEL_FS11-14_Gap0.25_Fav0.45_all_all,11-14,0.25,0.45,all,all,58,18,12.58,31.03,435.31,-11.54,128.35,48,10,4/12
K1W7_BEL_FS10-12_Gap0.10_Fav0.33_fast_late,10-12,0.1,0.33,fast,late,167,46,12.55,27.54,490.34,-6.8,104.65,138,29,7/13
K1W7_BEL_FS10-12_Gap0.05_Fav0.35_all_all,10-12,0.05,0.35,all,all,349,99,12.53,28.37,476.06,4.69,49.57,288,61,8/13
K1W7_BEL_FS10-12_Gap0.08_Fav0.35_all_all,10-12,0.08,0.35,all,all,349,99,12.53,28.37,476.06,4.69,49.57,288,61,8/13
K1W7_BEL_FS9-13_Gap0.20_Fav0.33_all_late,9-13,0.2,0.33,all,late,227,74,12.49,32.6,414.09,1.01,64.6,186,41,7/13
K1W7_BEL_FS9-13_Gap0.18_Fav0.37_all_all,9-13,0.18,0.37,all,all,464,159,12.46,34.27,393.84,11.59,16.18,376,88,9/13
K1W7_BEL_FS10-14_Gap0.05_Fav0.33_all_midlate,10-14,0.05,0.33,all,midlate,357,90,12.43,25.21,535.17,4.17,48.87,291,66,9/13
K1W7_BEL_FS10-14_Gap0.08_Fav0.33_all_midlate,10-14,0.08,0.33,all,midlate,357,90,12.43,25.21,535.17,4.17,48.87,291,66,9/13
K1W7_BEL_FS11-14_Gap0.12_Fav0.00_all_midlate,11-14,0.12,0.0,all,midlate,305,56,12.36,18.36,734.32,-1.24,85.14,257,48,6/13
K1W7_BEL_FS9-12_Gap0.10_Fav0.37_all_late,9-12,0.1,0.37,all,late,231,77,12.34,33.33,404.42,1.0,63.35,189,42,7/13
K1W7_BEL_FS10-13_Gap0.10_Fav0.33_fast_all,10-13,0.1,0.33,fast,all,333,89,12.31,26.73,504.26,6.16,40.88,274,59,9/13
K1W7_BEL_FS10-12_Gap0.15_Fav0.33_all_late,10-12,0.15,0.33,all,late,193,52,12.28,26.94,500.09,-14.42,124.87,156,37,8/13
K1W7_BEL_FS9-12_Gap0.12_Fav0.37_all_midlate,9-12,0.12,0.37,all,midlate,370,119,12.27,32.16,418.89,8.86,28.87,307,63,7/13
K1W7_BEL_FS9-13_Gap0.14_Fav0.37_all_midlate,9-13,0.14,0.37,all,midlate,370,119,12.27,32.16,418.89,9.22,26.85,306,64,7/13
K1W7_BEL_FS9-12_Gap0.22_Fav0.35_all_late,9-12,0.22,0.35,all,late,181,63,12.2,34.81,386.82,-1.9,77.85,149,32,7/13
K1W7_BEL_FS9-12_Gap0.15_Fav0.40_all_all,9-12,0.15,0.4,all,all,353,127,12.18,35.98,374.17,9.55,23.6,287,66,8/13
K1W7_BEL_FS10-13_Gap0.15_Fav0.33_all_all,10-13,0.15,0.33,all,all,395,105,12.15,26.58,506.28,4.17,46.19,320,75,9/13
K1W7_BEL_FS9-12_Gap0.05_Fav0.40_all_all,9-12,0.05,0.4,all,all,359,130,12.13,36.21,371.59,9.55,23.6,293,66,8/13
K1W7_BEL_FS9-12_Gap0.08_Fav0.40_all_all,9-12,0.08,0.4,all,all,359,130,12.13,36.21,371.59,9.55,23.6,293,66,8/13
K1W7_BEL_FS9-12_Gap0.10_Fav0.40_all_all,9-12,0.1,0.4,all,all,359,130,12.13,36.21,371.59,9.55,23.6,293,66,8/13
K1W7_BEL_FS9-12_Gap0.12_Fav0.40_all_all,9-12,0.12,0.4,all,all,359,130,12.13,36.21,371.59,9.55,23.6,293,66,8/13
K1W7_BEL_FS10-12_Gap0.12_Fav0.33_all_midlate,10-12,0.12,0.33,all,midlate,335,85,12.12,25.37,530.29,0.86,63.76,275,60,9/13
K1W7_BEL_FS10-12_Gap0.25_Fav0.42_all_all,10-12,0.25,0.42,all,all,145,51,12.11,35.17,382.48,-8.06,113.78,121,24,7/13
K1W7_BEL_FS9-13_Gap0.15_Fav0.33_fast_midlate,9-13,0.15,0.33,fast,midlate,392,111,12.05,28.32,474.84,6.79,36.25,322,70,9/13
K1W7_BEL_FS9-12_Gap0.18_Fav0.30_all_midlate,9-12,0.18,0.3,all,midlate,447,132,12.01,29.53,455.19,4.79,44.18,365,82,9/13
K1W7_BEL_FS9-13_Gap0.18_Fav0.33_all_all,9-13,0.18,0.33,all,all,586,182,11.93,31.06,432.46,8.53,26.62,476,110,9/13
K1W7_BEL_FS11-12_Gap0.15_Fav0.30_all_late,11-12,0.15,0.3,all,late,144,33,11.93,22.92,586.13,-24.02,167.75,117,27,5/13
K1W7_BEL_FS10-12_Gap0.10_Fav0.33_all_midlate,10-12,0.1,0.33,all,midlate,344,89,11.88,25.87,518.9,2.36,53.53,280,64,9/13
K1W7_BEL_FS9-13_Gap0.10_Fav0.35_fast_all,9-13,0.1,0.35,fast,all,482,155,11.86,32.16,417.43,8.75,26.18,396,86,8/13
K1W7_BEL_FS9-13_Gap0.10_Fav0.37_all_late,9-13,0.1,0.37,all,late,232,77,11.86,33.19,404.42,1.0,59.55,189,43,7/13
K1W7_BEL_FS9-13_Gap0.14_Fav0.40_all_all,9-13,0.14,0.4,all,all,360,130,11.82,36.11,371.59,9.55,21.75,293,67,8/13
K1W7_BEL_FS10-13_Gap0.05_Fav0.45_all_midlate,10-13,0.05,0.45,all,midlate,87,31,11.77,35.63,376.42,-8.4,167.07,77,10,7/13
K1W7_BEL_FS10-13_Gap0.08_Fav0.45_all_midlate,10-13,0.08,0.45,all,midlate,87,31,11.77,35.63,376.42,-8.4,167.07,77,10,7/13
K1W7_BEL_FS10-13_Gap0.10_Fav0.45_all_midlate,10-13,0.1,0.45,all,midlate,87,31,11.77,35.63,376.42,-8.4,167.07,77,10,7/13
K1W7_BEL_FS10-13_Gap0.12_Fav0.45_all_midlate,10-13,0.12,0.45,all,midlate,87,31,11.77,35.63,376.42,-8.4,167.07,77,10,7/13
K1W7_BEL_FS10-13_Gap0.14_Fav0.45_all_midlate,10-13,0.14,0.45,all,midlate,87,31,11.77,35.63,376.42,-8.4,167.07,77,10,7/13
K1W7_BEL_FS10-13_Gap0.15_Fav0.45_all_midlate,10-13,0.15,0.45,all,midlate,87,31,11.77,35.63,376.42,-8.4,167.07,77,10,7/13
K1W7_BEL_FS10-13_Gap0.18_Fav0.45_all_midlate,10-13,0.18,0.45,all,midlate,87,31,11.77,35.63,376.42,-8.4,167.07,77,10,7/13
K1W7_BEL_FS10-13_Gap0.20_Fav0.45_all_midlate,10-13,0.2,0.45,all,midlate,87,31,11.77,35.63,376.42,-8.4,167.07,77,10,7/13
K1W7_BEL_FS10-13_Gap0.22_Fav0.45_all_midlate,10-13,0.22,0.45,all,midlate,87,31,11.77,35.63,376.42,-8.4,167.07,77,10,7/13
K1W7_BEL_FS10-13_Gap0.25_Fav0.45_all_midlate,10-13,0.25,0.45,all,midlate,87,31,11.77,35.63,376.42,-8.4,167.07,77,10,7/13
K1W7_BEL_FS9-13_Gap0.22_Fav0.35_all_all,9-13,0.22,0.35,all,all,402,133,11.74,33.08,405.29,12.19,9.91,323,79,9/13
K1W7_BEL_FS11-14_Gap0.12_Fav0.00_all_all,11-14,0.12,0.0,all,all,363,73,11.73,20.11,666.71,1.16,68.49,306,57,7/13
K1W7_BEL_FS9-12_Gap0.05_Fav0.42_fast_midlate,9-12,0.05,0.42,fast,midlate,161,57,11.72,35.4,378.67,-5.71,94.51,133,28,7/13
K1W7_BEL_FS9-12_Gap0.08_Fav0.42_fast_midlate,9-12,0.08,0.42,fast,midlate,161,57,11.72,35.4,378.67,-5.71,94.51,133,28,7/13
K1W7_BEL_FS9-12_Gap0.10_Fav0.42_fast_midlate,9-12,0.1,0.42,fast,midlate,161,57,11.72,35.4,378.67,-5.71,94.51,133,28,7/13
K1W7_BEL_FS9-12_Gap0.12_Fav0.42_fast_midlate,9-12,0.12,0.42,fast,midlate,161,57,11.72,35.4,378.67,-5.71,94.51,133,28,7/13
K1W7_BEL_FS9-12_Gap0.14_Fav0.42_fast_midlate,9-12,0.14,0.42,fast,midlate,161,57,11.72,35.4,378.67,-5.71,94.51,133,28,7/13
K1W7_BEL_FS9-12_Gap0.15_Fav0.42_fast_midlate,9-12,0.15,0.42,fast,midlate,161,57,11.72,35.4,378.67,-5.71,94.51,133,28,7/13
K1W7_BEL_FS9-13_Gap0.14_Fav0.35_all_midlate,9-13,0.14,0.35,all,midlate,454,135,11.71,29.74,450.8,6.77,35.12,375,79,8/13
K1W7_BEL_FS9-12_Gap0.10_Fav0.37_all_midlate,9-12,0.1,0.37,all,midlate,372,119,11.67,31.99,418.89,8.86,24.9,307,65,7/13
K1W7_BEL_FS9-13_Gap0.12_Fav0.35_fast_all,9-13,0.12,0.35,fast,all,474,152,11.65,32.07,417.8,7.6,30.74,391,83,8/13
K1W7_BEL_FS10-12_Gap0.14_Fav0.00_fast_midlate,10-12,0.14,0.0,fast,midlate,306,74,11.65,24.18,554.04,2.96,58.36,258,48,9/13
K1W7_BEL_FS10-11_Gap0.20_Fav0.37_fast_all,10-11,0.2,0.37,fast,all,141,49,11.65,34.75,385.53,-14.0,130.69,116,25,6/13
K1W7_BEL_FS11-12_Gap0.05_Fav0.30_all_all,11-12,0.05,0.3,all,all,337,76,11.64,22.55,594.05,1.84,53.46,273,64,6/13
K1W7_BEL_FS10-11_Gap0.05_Fav0.35_all_late,10-11,0.05,0.35,all,late,119,37,11.59,31.09,430.68,-21.37,165.42,98,21,6/13
K1W7_BEL_FS10-11_Gap0.08_Fav0.35_all_late,10-11,0.08,0.35,all,late,119,37,11.59,31.09,430.68,-21.37,165.42,98,21,6/13
K1W7_BEL_FS10-14_Gap0.12_Fav0.33_fast_all,10-14,0.12,0.33,fast,all,327,85,11.55,25.99,514.95,3.54,51.13,272,55,9/13
K1W7_BEL_FS10-11_Gap0.18_Fav0.37_fast_all,10-11,0.18,0.37,fast,all,147,52,11.54,35.37,378.36,-15.67,138.13,121,26,6/13
K1W7_BEL_FS9-13_Gap0.20_Fav0.00_all_late,9-13,0.2,0.0,all,late,229,74,11.51,32.31,414.09,-0.07,64.6,188,41,7/13
K1W7_BEL_FS9-13_Gap0.20_Fav0.30_all_late,9-13,0.2,0.3,all,late,229,74,11.51,32.31,414.09,-0.07,64.6,188,41,7/13
K1W7_BEL_FS9-13_Gap0.18_Fav0.00_all_all,9-13,0.18,0.0,all,all,601,184,11.49,30.62,437.0,8.77,23.26,488,113,9/13
K1W7_BEL_FS11-12_Gap0.12_Fav0.00_all_all,11-12,0.12,0.0,all,all,349,72,11.48,20.63,648.42,-0.34,74.62,294,55,7/13
K1W7_BEL_FS10-14_Gap0.15_Fav0.00_all_midlate,10-14,0.15,0.0,all,midlate,378,90,11.46,23.81,561.78,0.96,63.98,315,63,9/13
K1W7_BEL_FS9-13_Gap0.25_Fav0.42_fast_midlate,9-13,0.25,0.42,fast,midlate,149,52,11.46,34.9,383.24,-8.88,107.64,123,26,6/13
K1W7_BEL_FS9-12_Gap0.05_Fav0.37_all_late,9-12,0.05,0.37,all,late,233,77,11.38,33.05,404.42,0.47,59.55,190,43,7/13
K1W7_BEL_FS9-12_Gap0.08_Fav0.37_all_late,9-12,0.08,0.37,all,late,233,77,11.38,33.05,404.42,0.47,59.55,190,43,7/13
K1W7_BEL_FS9-13_Gap0.12_Fav0.37_all_midlate,9-13,0.12,0.37,all,midlate,373,119,11.37,31.9,418.89,8.16,26.85,309,64,7/13
K1W7_BEL_FS10-13_Gap0.15_Fav0.30_all_midlate,10-13,0.15,0.3,all,midlate,363,88,11.37,24.24,551.28,-0.01,66.63,301,62,9/13
K1W7_BEL_FS9-13_Gap0.12_Fav0.35_all_midlate,9-13,0.12,0.35,all,midlate,460,138,11.33,30.0,445.33,6.42,34.68,380,80,8/13
K1W7_BEL_FS11-12_Gap0.12_Fav0.00_all_midlate,11-12,0.12,0.0,all,midlate,293,55,11.32,18.77,711.61,-3.93,93.19,247,46,7/13
K1W7_BEL_FS10-14_Gap0.10_Fav0.33_fast_all,10-14,0.1,0.33,fast,all,336,89,11.31,26.49,504.26,5.01,40.88,277,59,9/13
